region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/NH	20203229015	43045	3276	2899
USA/MA	1673728189609	32253	1	81
AWS/us-east-1	1223267293045	144051	68	101
USA	389624598304	68881	40	13
USA/VT	1188273050	2582	197	104
VPN	1835446541549	9463	698	224
USA/NY	1039771177700	36346	1369	106
GitHub	9831420676	4612	279	277
USA/MD	815386189	752	146	80
CHN	1012743916003	147899	0	34
TWN/TPE	695464574997	297	82	29
CAN/QC	124843451125	14	2	7
GBR/ENG	33090127091	84	8	36
DEU/BE	2399073108326	67	66	1
USA/VA	1200440929775	1724	105	35
BGD	51423780	5	5	0
ZAF/WC	31574856	3	3	0
OMN/MA	28364964	3	3	0
AWS/ap-southeast-1	301991880	59	59	0
USA/IL	572442708	44	23	2
UZB/TK	9891708	1	1	0
MEX/CMX	3411089368	901	116	82
USA/CA	175498837620	7119	228	138
CHE/VD	715479604	619	41	33
CHN/BJ	43593248	167	33	33
GCP/us-west1	32119005124	386	37	34
JPN/26	83313760	413	34	33
NLD	1261051815125	59225	13	31
ARG/B	59872596	18	6	1
USA/NM	382097394211	20	17	1
FRA/IDF	365959906576	64	23	12
PAK/PB	26792772	4	4	0
ARG/C	9236628	1	1	0
ARG/T	31771380	2	2	0
MEX/TAB	10415772	1	1	0
IND/MH	12315504	1	1	0
CHL/RM	21945180	2	2	0
CHL/BI	7336896	1	1	0
SGP	11463900	1	1	0
CAN/ON	2685828	1	1	0
MMR/06	1113636	1	1	0
HUN/BA	209755753792	7471	9	11
TWN/TXG	630185640	35	0	1
CHE/ZH	49406382812	4	4	0
bogon	214867755668	2451	52	18
GBR/SCT	2098025108	372	2	3
USA/PA	311030970520	50	15	11
DEU/HE	13101600	1	1	0
AWS/us-east-2	51525208	10	0	1
BRA/MG	31247316	3	3	0
JPN/13	32564430204	14	3	1
PRT/13	76826980	5	2	1
USA/NJ	39999488	2	0	1
USA/DC	70945164	20	20	0
IRQ/BG	61446504	5	5	0
PRT/03	75965064912	6	6	0
ISR/TA	34804552	3	2	1
VEN/A	16311492	2	2	0
BRA/DF	12512028	1	1	0
DEU/NW	15328872	1	1	0
GCP/asia-south1	12153672	27	2	2
CAN/BC	1492899535	366	16	14
COL/DC	13101600	1	1	0
NPL	13887696	1	1	0
ETH/AA	6878340	1	1	0
MEX/ROO	9433152	1	1	0
IRQ/AR	10022724	1	1	0
IRQ/NA	11267376	1	1	0
PSE	14870316	1	1	0
IRQ/DQ	13232616	1	1	0
BRA/PR	11987964	1	1	0
VNM/HN	40876992	5	5	0
AZE/BA	12381012	1	1	0
KOR/42	120635856	18	0	1
VNM/69	9957216	1	1	0
BRA/SP	37798116	3	3	0
MEX/COL	10022724	1	1	0
ARG	6747324	1	1	0
USA/FL	22665768	2	2	0
IDN	9891708	1	1	0
SAU/01	11267376	1	1	0
USA/LA	16049460	2	2	0
RUS/DA	17687160	2	2	0
RUS	10088232	1	1	0
NOR/50	156838528	35	0	2
ALB/11	12577536	1	1	0
ARG/U	12446520	1	1	0
USA/GA	22600260	1	1	0
USA/NV	6354276	1	1	0
SRB/00	6812832	1	1	0
ZAF/GP	13560156	1	1	0
MDA/AN	12446520	1	1	0
RUS/KLU	8254008	1	1	0
ARE/AZ	16311492	1	1	0
JAM	13101600	1	1	0
USA/AZ	14346252	1	1	0
CAN/AB	20241972	2	2	0
DEU/BW	5084480	5	0	1
CHN/GD	4915200	36	0	1
UKR	12053472	1	1	0
IDN/JI	25155072	2	2	0
USA/TX	81753984	3	3	0
KAZ/71	4127004	1	1	0
COL/ANT	6485292	1	1	0
DOM/32	12249996	1	1	0
PSE/HBN	29675124	2	2	0
BRA/BA	13756680	1	1	0
JAM/01	5961228	1	1	0
USA/WI	36225924	1	1	0
ZAF/KZN	1375668	1	1	0
VNM/54	6681816	1	1	0
UKR/05	14280744	1	1	0
RUS/PRI	8450532	1	1	0
ZAF	10350264	1	1	0
VNM	9891708	1	1	0
AWS/us-west-2	26941666	60	6	2
USA/WA	13060920	8	2	2
URY/MO	24303468	2	2	0
VNM/SG	14215236	2	2	0
ARG/R	10612296	1	1	0
BOL/S	15656412	1	1	0
VNM/DN	10284756	1	1	0
GTM/01	8385024	1	1	0
DZA/16	4127004	1	1	0
MYS/14	11922456	1	1	0
MEX/NLE	17818176	2	2	0
ARG/M	13625664	1	1	0
CAN/SK	17752668	1	1	0
ARG/S	11529408	1	1	0
PRY/14	10153740	1	1	0
GCP/asia-east1	9284325512	152	2	1
EGY/GH	9040104	1	1	0
AUS/NSW	6288768	1	1	0
BRA/ES	7926468	1	1	0
TWN/NAN	917112	1	1	0
IDN/YO	1375668	1	1	0
BGD/C	1113636	1	1	0
PAN/8	12774060	1	1	0
USA/TN	9302136	2	2	0
ARE/SH	12512028	1	1	0
VEN/V	12512028	1	1	0
MEX/COA	13298124	1	1	0
JOR/AM	13101600	1	1	0
KEN/30	9629676	1	1	0
VNM/13	10153740	1	1	0
BRA/RJ	14084220	1	1	0
HND/FM	14477268	1	1	0
USA/MI	29120670288	1	1	0
