asset_path	bytes_sent	number_of_requests	number_of_downloads	number_of_views
sub-fCamk2/sub-fCamk2_ses-fCamk2-201015-sess4_behavior+ecephys+image.nwb	304953860236	14685	186	147
sub-fCamk1/sub-fCamk1_ses-fCamk1-200909-sess17_behavior+ecephys+image/f3253c08-8d14-4b6c-8a71-eeb7528df3dd_external_file_0.avi	1691484016	102	42	9
sub-fCamk1/sub-fCamk1_ses-fCamk1-200910-sess18_behavior+ecephys+image/fd317913-8dc4-431d-899d-2d331c5abd03_external_file_0.avi	1710503204	103	43	8
sub-fCamk3/sub-fCamk3_ses-fCamk3-201029-sess11-cleanned_behavior+ecephys+image/3a238ecd-a8e6-417b-b792-1af4db8ec2ce_external_file_1.avi	1403465368	94	37	7
sub-fCamk1/sub-fCamk1_ses-fCamk1-200911-sess19_behavior+ecephys+image/36df887d-2dfd-4aea-bfae-785468c1865e_external_file_0.avi	2214344188	117	49	9
sub-fCamk3/sub-fCamk3_ses-fCamk3-201109-sess18_behavior+ecephys+image/4386562b-10bf-4b6b-890a-53120e3cf334_external_file_0.avi	1657115764	95	39	8
sub-fCamk1/sub-fCamk1_ses-fCamk1-200904-sess15_behavior+ecephys+image/765f9a64-c0a0-44e7-bd9b-6806ad83c6a1_external_file_0.avi	2138746209	749	76	18
sub-fCamk2/sub-fCamk2_ses-fCamk2-201013-sess2_behavior+ecephys+image.nwb	239600804624	12485	186	150
sub-fCamk1/sub-fCamk1_ses-fCamk1-200901-sess12_behavior+ecephys+image+ogen/89ebdad6-2d0c-482a-a3c3-360aff9a35a3_external_file_0.avi	1067438880	100	41	11
sub-fCamk3/sub-fCamk3_ses-fCamk3-201103-sess14_behavior+ecephys+image/14cd58af-1ba9-4bfc-a002-30781c54c3ae_external_file_0.avi	1337526656	88	37	7
sub-fCamk3/sub-fCamk3_ses-fCamk3-201106-sess17_behavior+ecephys+image/a197bda9-99d2-4bc5-8a97-09a913521375_external_file_0.avi	2182701088	129	34	9
sub-fCamk1/sub-fCamk1_ses-fCamk1-200908-sess16_behavior+ecephys+image/62940430-4678-48cd-81f6-f2e330376f17_external_file_0.avi	1438702516	97	38	9
sub-fCamk3/sub-fCamk3_ses-fCamk3-201103-sess14_behavior+ecephys+image.nwb	464430943276	21737	176	151
sub-fCamk2/sub-fCamk2_ses-fCamk2-201012-sess1_behavior+ecephys+image/94264320-946f-4fb1-bf52-2328f8c7751f_external_file_0.avi	1277805756	81	35	6
sub-fCamk1/sub-fCamk1_ses-fCamk1-200902-sess13-no-raw-data_behavior+ecephys+image.nwb	1754834000	3177	190	148
sub-fCamk1/sub-fCamk1_ses-fCamk1-200908-sess16_behavior+ecephys+image.nwb	17883950308	3642	204	154
sub-fCamk1/sub-fCamk1_ses-fCamk1-200902-sess13_behavior+ecephys+image/ee253149-84cc-47d3-b06f-287c51eb3771_external_file_0.avi	1228767714	310	53	17
sub-fCamk1/sub-fCamk1_ses-fCamk1-200904-sess15-no-raw-data_behavior+ecephys+image.nwb	1514221774	2539	187	147
sub-fCamk5/sub-fCamk5_ses-fCamk5-210408-sess12_behavior+ecephys+image.nwb	373292335580	24428	179	147
sub-fCamk3/sub-fCamk3_ses-fCamk3-201029-sess11-cleanned-no-raw-data_behavior+ecephys+image.nwb	1611105449	2936	172	143
sub-fCamk3/sub-fCamk3_ses-fCamk3-201105-sess16-no-raw-data_behavior+ecephys+image.nwb	1844036634	3315	179	142
sub-fCamk3/sub-fCamk3_ses-fCamk3-201110-sess19-no-raw-data_behavior+ecephys+image.nwb	1653996102	2759	172	141
sub-fCamk3/sub-fCamk3_ses-fCamk3-201030-sess12_behavior+ecephys+image/98a8643b-4877-4cd5-a6d4-6adf47b65dfe_external_file_1.avi	1319197732	93	32	6
sub-fCamk5/sub-fCamk5_ses-fCamk5-210412-sess14_behavior+ecephys+image/7f5e5479-a13f-46c3-8dd5-caeefa886933_external_file_1.avi	1089695968	80	38	6
sub-fCamk3/sub-fCamk3_ses-fCamk3-201102-sess13_behavior+ecephys+image.nwb	366387550203	26598	176	144
sub-fCamk2/sub-fCamk2_ses-fCamk2-201014-sess3-no-raw-data_behavior+ecephys+image.nwb	1177248364	3403	205	151
sub-fCamk5/sub-fCamk5_ses-fCamk5-210408-sess12-no-raw-data_behavior+ecephys+image.nwb	1820151552	2807	179	142
sub-fCamk1/sub-fCamk1_ses-fCamk1-200910-sess18_behavior+ecephys+image.nwb	30688977021	3897	191	152
sub-fCamk3/sub-fCamk3_ses-fCamk3-201028-sess10-cleanned_behavior+ecephys+image/f9383408-e96b-499d-b0de-20a79e4aa90b_external_file_0.avi	1240849636	82	31	6
sub-fCamk5/sub-fCamk5_ses-fCamk5-210414-sess16_behavior+ecephys+image/31185c31-4d1f-4316-bcee-dc88b24a2404_external_file_1.avi	2104486084	94	50	5
sub-fCamk3/sub-fCamk3_ses-fCamk3-201030-sess12_behavior+ecephys+image.nwb	360469760301	20322	179	145
sub-fCamk5/sub-fCamk5_ses-fCamk5-210408-sess12_behavior+ecephys+image/87f964da-c076-4eff-931e-4afa5192efdb_external_file_0.avi	1777081604	91	43	6
sub-fCamk5/sub-fCamk5_ses-fCamk5-210407-sess11-no-raw-data_behavior+ecephys+image.nwb	1480935752	3003	177	144
sub-fCamk3/sub-fCamk3_ses-fCamk3-201110-sess19_behavior+ecephys+image/7f8e704f-8ab2-4300-8c4c-92db5ccd2cb5_external_file_1.avi	1162146308	88	31	6
sub-fCamk3/sub-fCamk3_behavior+ecephys+image.nwb	403248588194	21169	166	146
sub-fCamk5/sub-fCamk5_ses-fCamk5-210406-sess10_behavior+ecephys.nwb	322597278605	21039	175	141
sub-fCamk3/sub-fCamk3_ses-fCamk3-201102-sess13_behavior+ecephys+image/4c80e99c-2003-4136-89b7-75c002b7556b_external_file_0.avi	827820672	63	25	5
sub-fCamk3/sub-fCamk3_ses-fCamk3-201113-sess22_behavior+ecephys+image/075d0f4f-2157-47d0-a10c-da47e41eee09_external_file_0.avi	1006262968	67	22	5
sub-fCamk3/sub-fCamk3_ses-fCamk3-201106-sess17-no-raw-data_behavior+ecephys+image.nwb	1458812130	3228	167	143
sub-fCamk5/sub-fCamk5_ses-fCamk5-210407-sess11_behavior+ecephys+image.nwb	280477568171	20070	166	143
sub-fCamk3/sub-fCamk3_ses-fCamk3-201029-sess11-cleanned_behavior+ecephys+image/3a238ecd-a8e6-417b-b792-1af4db8ec2ce_external_file_0.avi	984280748	68	24	5
sub-fCamk1/sub-fCamk1_ses-fCamk1-200901-sess12_behavior+ecephys+image+ogen.nwb	161135651209	12646	204	156
