region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
CHN	103436520	308	308	0
USA/NH	1211626916	6191	2063	1591
GitHub	500027224	2716	739	586
AWS/ap-southeast-1	43313392	127	127	0
AWS/us-east-1	71702272	215	215	0
VPN	163051128	607	383	102
USA/MA	34746360	112	0	100
USA	14150280	42	42	0
GCP/us-west1	293656	1	1	0
JPN	28956216	86	86	0
AWS/us-east-2	3725568	11	11	0
USA/CA	2936560	15	5	4
MEX/CMX	28887680	145	47	47
GCP/us-central1	1468280	5	5	0
AWS/us-west-2	5801672	29	6	2
USA/WA	1592328	7	2	2
VNM/39	488792	1	1	0
ZAF/WC	488792	1	1	0
PHL/40	488792	1	1	0
PAN/8	353728	1	1	0
BRA/MG	353728	1	1	0
COL/DC	353728	1	1	0
DEU/NW	1761936	9	3	3
JPN/27	683024	2	2	0
USA/IL	1283880	7	2	2
JOR/AM	467272	1	1	0
PAK/PB	318512	1	1	0
BGR/20	318512	1	1	0
COL/ANT	318512	1	1	0
COL/VAC	318512	1	1	0
BGD	365832	1	1	0
IDN/YO	1356696	4	4	0
VNM/HN	365832	1	1	0
EST/37	293656	1	1	0
CHN/SH	587312	2	2	0
CHE/VD	1174624	6	2	1
USA/TN	293656	1	1	0
FRA/IDF	1761936	9	3	3
ISR/TA	330288	1	1	0
MYS/12	330288	1	1	0
ZAF/EC	318512	1	1	0
ZAF/GP	318512	1	1	0
CRI/SJ	318512	1	1	0
VNM/SG	353728	1	1	0
VEN/V	353728	1	1	0
MAR/06	389368	1	1	0
BRA/SP	425096	1	1	0
CHN/HB	293656	1	1	0
USA/TX	587312	2	2	0
USA/MO	293656	1	1	0
COL/MAG	353728	1	1	0
