region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
CHN	79616272081	5095	11	68
VPN	63346950587	2571	838	153
USA	19294514644	3695	0	27
GitHub	2530482416	10457	511	404
AWS/us-east-1	45900344120	5515	123	61
USA/MA	56247340272	2224	5	81
USA/MD	46421496	44	10	5
USA/NY	49953983788	2246	310	62
GBR/SCT	1699300912	1796	8	6
AWS/ap-southeast-1	943380708	158	158	0
KOR/11	44969345792	61	61	0
USA/MN	1706498328	5	3	1
ISR/HA	44969345792	61	61	0
MEX/CMX	149864956	692	70	49
USA/NJ	44969345792	61	61	0
FRA/IDF	45873992	247	15	13
USA/MO	1656134269	23	6	3
MEX/MEX	1966666528	2022	2	68
USA/WV	44969345792	61	61	0
ITA/25	834387210	3546	144	81
USA/CA	1376577458	18	11	3
CHE/VD	6954224	31	2	2
ITA/52	47865672	117	7	5
USA/NH	11261653212	33971	1724	1331
USA/VT	375257280	1104	56	14
PHL/40	16573524	1	1	0
GCP/asia-southeast1	13477955516	31	31	0
UKR/46	1	1	0	1
AWS/us-east-2	838963604	3	3	0
ISR/TA	6083295085	16	14	1
JOR/AM	41728596	2	2	0
USA/CT	8319516	1	1	0
VNM/20	10874328	2	2	0
SGP	154316176	3	3	0
GCP/us-east4	8098474964	8	8	0
USA/FL	6601173356	775	32	9
CAN/BC	178514677	85	9	7
GCP/us-central1	2748345740	13	13	0
USA/GA	649594632	4	4	0
USA/PA	37863624	1	1	0
GBR/ENG	1	1	0	1
ARG/B	12577536	1	1	0
CHN/SH	334015260	65	2	2
DEU/BY	464958640	3	3	0
CHN/BJ	10925232	43	0	3
GBR/NIR	313786848	2	2	0
VNM/SG	36881004	3	3	0
USA/UT	58433136	1	1	0
HKG	293662572	3	3	0
EST/37	135007092	1	1	0
CHN/HB	15787428	2	0	2
TWN/KHH	380457404	5	3	1
CAN/ON	196629772	359	2	1
KAZ/71	5568180	1	1	0
VNM/HN	31443840	3	3	0
VNM/61	11332884	1	1	0
ESP/AN	250755584	1	1	0
IDN/BA	8057484	1	1	0
BRA/RS	12053472	2	2	0
PSE/NBS	2423796	1	1	0
IND/GJ	1	1	0	1
RUS	1113636	1	1	0
ARG/X	13232616	2	2	0
CIV/AB	25417104	1	1	0
VNM/DN	12905076	1	1	0
PAK/BA	26792772	1	1	0
VEN/K	15590904	1	1	0
ARG/C	5502672	1	1	0
BRA/RJ	2030748	1	1	0
ARG/E	6223260	1	1	0
BOL/S	6026736	1	1	0
BRA/SP	24958548	2	2	0
CHL/ML	1	1	0	1
FRA/HDF	12446520	1	1	0
VNM/HP	9105612	1	1	0
AWS/us-west-2	48694120	181	11	3
USA/WA	12332056	6	2	2
JPN/13	1376705420	1	1	0
BGD	8647058	4	2	2
VNM/37	16966572	2	2	0
SEN/DK	4258020	1	1	0
COL/VAC	12446520	1	1	0
USA/IL	14552452	36	2	2
USA/VA	246818676	6508	2	6
NOR	235070384	46	0	1
KOR/27	151171792	1	1	0
KOR/47	151171792	1	1	0
HND/FM	2620320	1	1	0
BRA/MG	4651068	1	1	0
BGD/E	7140372	1	1	0
COL/ANT	17818176	1	1	0
VEN/A	7074864	1	1	0
MYS/08	4913100	1	1	0
BRA/SC	3275400	1	1	0
ZAF/GP	1637700	1	1	0
LKA/1	6485292	1	1	0
IRQ	917112	1	1	0
IDN/YO	12118980	1	1	0
BRA/GO	1703208	1	1	0
BRA/PR	7271389	2	1	1
IND/PB	1113636	1	1	0
DEU/NW	1	1	0	1
OMN/MA	4651068	1	1	0
IRL/L	9760692	1	1	0
TUR/73	7795452	1	1	0
ARE/AZ	1113636	1	1	0
LBN/BI	9760692	1	1	0
MEX/NLE	8057484	1	1	0
PAK/PB	4520052	1	1	0
FRA/ARA	1	1	0	1
MYS/12	5830212	1	1	0
