region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
CHN	260529708	28	28	0
VPN	1324312174	837	161	60
MEX/CMX	76683476	275	44	42
USA	54818446	6	6	0
USA/CA	8238156	16	4	4
JPN/13	6461112	16	1	1
USA/MA	492509355	99	0	43
GitHub	491892169	2099	132	100
AWS/ap-southeast-1	138092926	35	35	0
USA/NC	131630558	16	16	0
AWS/us-east-1	36939110	4	4	0
CHN/SH	17693413	2	2	0
GCP/us-central1	45280380	5	5	0
AWS/us-east-2	36939110	4	4	0
AWS/ap-south-1	9297308	1	1	0
USA/IL	12775460	28	2	2
FRA/IDF	14723448	16	4	3
MNG/1	4651068	1	1	0
VNM/SG	10158427	2	2	0
ETH/AA	3733956	1	1	0
IRN	6943848	1	1	0
AWS/us-west-2	33531252	71	6	2
USA/WA	13818400	9	2	2
EST/37	8396105	1	1	0
CHE/VD	2448624	8	2	1
CHN/BJ	1158804	4	1	1
DEU/NW	6679428	42	3	3
PAK/PB	9429600	1	1	0
VNM/49	6288768	1	1	0
VNM/68	14093487	2	2	0
MLI	2030748	1	1	0
VNM	1048128	1	1	0
JOR/AM	18688922	2	2	0
VNM/HN	9538901	1	1	0
USA/TX	1	1	0	1
GBR/ENG	1	1	0	1
ECU/G	9150021	1	1	0
IND/KL	9150021	1	1	0
KAZ/35	9150021	1	1	0
BRA/MG	9150021	1	1	0
TUR/10	9150021	1	1	0
BRA/RN	27887739	3	3	0
TUR/34	7140372	1	1	0
COL/ANT	2030748	1	1	0
BRA/PR	9150021	1	1	0
HKG	14411760	2	2	0
VNM/DN	9415001	1	1	0
BRA/PA	8843580	1	1	0
BGD/C	917112	1	1	0
ARG/B	4978608	1	1	0
UZB/TK	9415001	1	1	0
IRQ/KA	1441176	1	1	0
BRA/SP	9368859	1	1	0
BRA/RS	9368859	1	1	0
