region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/CA	602022884857	2927061	2927061	0
AWS/us-east-2	20055463983	312812	312812	0
USA/MA	175754214381	266701	0	3
USA/VT	1140562123386	3116019	3116019	0
USA/VA	26860784811	1910	1910	0
USA	1580657	146	146	0
USA/IL	2454558829	722	722	0
MEX/CMX	26638648	16945	16943	1
AWS/us-east-1	33306	4	0	4
VPN	63828372	995	995	0
GitHub	1296925441	684195	684195	0
USA/WA	55522824	45562	45562	0
USA/TX	403590	51	51	0
bogon	33914328416	2154	2154	0
CHE/ZH	16300561	1	1	0
HKG	179	1	1	0
ITA	10232185	1073	1073	0
USA/DC	129266	8	8	0
GBR/ENG	243257009364	18076	18076	0
CHN	453749	90	90	0
USA/MD	525084	204	204	0
USA/NY	249979	11	11	0
DEU/HB	49936	1	1	0
VNM/HN	99872	2	2	0
VNM	49936	1	1	0
VNM/SG	49936	1	1	0
VNM/43	49936	1	1	0
EGY/GZ	49936	1	1	0
IRQ/BG	49936	1	1	0
KEN/30	49936	1	1	0
AWS/eu-west-1	250289	11	11	0
SGP	49936	1	1	0
