region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/CA	6173354706511	698194	3436	93
USA	278504202716	61313	5925	929
USA/VT	6337724939872	559990	2356	40
AWS/us-east-2	1360266426676	114024	336	13
GitHub	358397257598	136237	1790	1057
AWS/us-east-1	191064684637	23085	641	18
USA/MA	204374513617	4066	7	18
VPN	470793368609	178280	20339	8433
MEX/CMX	116124336	291	56	28
AWS/ap-southeast-1	39306060	8	8	0
USA/MD	62523992	68	17	13
CHN	100438220512	9907	80	8
USA/DC	22863552	4	4	0
FRA/IDF	16335356	81	7	7
USA/VA	28054959473	633	166	6
USA/IL	3752809904	691	261	113
USA/IN	64826592360	46680	1339	23
USA/NH	15348484092	1706	271	190
USA/TX	34395462408	2534	186	4
USA/PA	16294388380	1246	174	10
CHN/BJ	637700940	636	26	4
USA/NY	2022481868	1353	204	6
ITA	7231856	7	2	2
CHL/RM	395568	2	2	0
CAN/ON	723758332	2	2	0
JPN/13	395568	3	1	1
CHE/ZH	16509276	2	2	0
USA/RI	395568	2	0	1
EST/37	197784	1	1	0
CHE/VD	600368	4	2	1
NLD/ZH	197784	1	1	0
IND/MP	197784	1	1	0
GCP/us-central1	65923420	55	7	2
BRA/SP	197784	1	1	0
CHN/SH	197784	1	0	1
NLD	5480165920	259	0	1
USA/NJ	6639764	4	1	1
USA/NE	19822228936	13	13	0
USA/GA	3988180988	1	1	0
NOR/50	104026080	20	0	2
AWS/us-west-2	27578868	1	1	0
ITA/45	62830128	7	0	2
USA/OR	8175301608	6	6	0
USA/WA	68886912	16	4	1
PRT/11	47072748	15	3	1
USA/OH	30002664	1	1	0
USA/NC	10153740	1	1	0
USA/TN	2051064036	1	1	0
GBR/ENG	10485760	1	0	1
SGP	66773764	54	6	9
GCP/europe-west4	542937480	82	10	3
GCP/us-east4	22320208948	32	6	2
GCP/us-east1	485334836	28	4	1
AWS/ap-south-1	1671758332	1019	204	4
