region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
CHN	4813945933	500	0	75
USA	997166058	203	0	29
VPN	16566566920	1143	761	101
AWS/us-east-1	3297906339	455	90	73
GitHub	1776568932	5064	602	470
USA/NC	486986472	73	73	0
AWS/ap-southeast-1	840336624	166	166	0
USA/MA	4029027556	255	0	105
AWS/us-east-2	480346799	14	14	0
USA/NY	179391052	948	4	6
IDN/JI	2161764	1	1	0
VNM/56	9629676	1	1	0
VNM/HN	23648388	2	2	0
MEX/CMX	56261516	193	47	47
GCP/us-central1	170902904	5	5	0
USA/CA	15951548	12	4	4
USA/IL	9916536	8	2	2
EST/37	34128576	1	1	0
CHE/VD	2383116	8	2	1
DEU/NW	3883821	13	3	3
BRA/MG	1	1	0	1
BRA/SE	34393549	1	1	0
URY/MA	34393549	1	1	0
FRA/IDF	6358764	11	3	3
BGR/11	9957216	1	1	0
NPL	7795452	1	1	0
VNM/18	8057484	1	1	0
AUT/8	13363632	1	1	0
SEN/DK	3668448	1	1	0
IRQ/AR	5044116	1	1	0
CAN/ON	6288768	1	1	0
PAN/8	917112	1	1	0
VNM/SG	10612296	1	1	0
VNM	11987964	1	1	0
IRQ/BG	14739300	1	1	0
IDN/YO	1048128	1	1	0
ARG/B	2358288	1	1	0
