region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/NV	30318300600	1354	104	52
FRA/PAC	1058915144	149	3	5
HKG/KKC	2897515258	350	0	8
USA/PA	16868266291	1023	74	15
USA/MA	173261602589	1356	416	77
USA/MD	2888760504	2020	237	112
AWS/us-east-2	44408142762	154293	69	185
AWS/us-east-1	64848202938	11378	177	477
VPN	138812393348	3312	762	170
HKG	2561393742	72	14	2
USA	40781726491	2731	97	19
GitHub	189265921601	112937	1405	819
USA/CA	90581699482	1839	296	98
ITA/52	29073316942	5101	20	80
USA/NJ	3176836236	26672	1	86
CAN/QC	22645451766	794	111	79
USA/VA	5722884539	869	32	27
USA/GA	22381169198	488	45	51
CHN	72409558382	2426	124	116
USA/NY	24066224263	4482	180	68
GBR/ENG	49950240679	314	172	11
AWS/us-west-2	29614163216	1033	125	43
USA/IL	30090694018	126	103	2
USA/TN	25961302002	2314	136	54
AWS/ap-southeast-1	868704760	129	129	0
DEU/NW	12292169214	63	57	1
MEX/MOR	31652936319	115	105	9
GCP/us-east1	4436861031	966	48	42
KOR/11	17005386938	343	59	5
USA/WI	14682586049	39	39	0
IRN	14751693685	41	40	1
USA/DC	23641879754	918	122	71
JPN/13	62928308161	738	228	40
GCP/us-central1	30662277824	5358	284	80
DEU/BW	6144597174	114	44	5
NLD	18306204081	194	50	8
AWS/ap-northeast-1	14682586049	39	39	0
ESP/CT	5022395160	14	14	0
USA/AR	14682586049	1771	0	39
CHN/BJ	404817384	306	149	31
MEX/CMX	177370624	795	76	68
KOR/41	14886736184	40	40	0
JPN/26	15771460818	1623	221	61
CHE/VD	26501525199	7464	394	84
VNM/56	9025504	1	1	0
JAM/01	796368	1	1	0
PAK/PB	7499132	5	5	0
ARG/B	232686655	8	8	0
CAN/BC	816693080	618	48	41
VNM/HN	146398984	17	17	0
BRA/RS	47383896	4	4	0
AZE/BA	1327280	1	1	0
PAK/IS	5309120	1	1	0
TWN/NWT	65849269	281	32	31
KOR/29	14692645641	40	39	1
GCP/us-west4	3731912789	1714	89	39
GCP/us-east4	523605554	824	40	39
CAN/ON	4184137287	2248	57	42
USA/FL	4163532705	35	14	4
DEU/TH	6370944	1	1	0
VNM/13	10220056	2	2	0
USA/WA	13913932897	5006	516	46
BGD	11082788	3	3	0
CHE/VS	299965420	1	1	0
VEN/S	14666444	1	1	0
HND/CR	10485512	2	2	0
BRA/SP	19179196	7	7	0
VNM	20108292	2	2	0
IRQ/BA	1128188	1	1	0
CHL/RM	18847376	2	2	0
VEN/I	25284684	1	1	0
PHL/07	1061824	1	1	0
KAZ/71	1194552	1	1	0
IRQ/BG	4247296	4	4	0
JPN/11	7460621272	509	0	10
USA/NC	3320121155	11	11	0
COL/SAN	1990920	1	1	0
UKR/30	39088396	4	4	0
BGD/C	10684604	1	1	0
VNM/SG	917334274	16	15	1
ESP/CM	1061824	1	1	0
NOR/50	697256269	145	0	9
FRA/CVL	2966536014	17	11	6
BRA/RJ	3782748	2	2	0
MEX/COA	7565496	1	1	0
UZB/TK	18051008	2	2	0
COG/BZV	4910936	1	1	0
IRQ/NI	1393644	1	1	0
MYS/10	929096	1	1	0
PRT/11	9366925934	1907	44	3
NOR/03	3119066373	9	9	0
EST/37	204150135	1	1	0
ITA/62	497962004	27	4	2
VNM/HP	9556416	2	2	0
DEU/SH	204150135	1	1	0
JPN/28	204150135	1	1	0
SYC	20241020	4	4	0
KOR/27	13121128	38	3	3
CHN/SH	568127776	24	2	3
ARG/T	40156848	4	1	2
SGP	681167633	29	5	1
AWS/eu-west-2	62952792	98	0	1
AWS/eu-central-1	424411805	132	1	5
USA/CT	615890792	1	1	0
ARG/J	11414608	2	2	0
GCP/asia-southeast1	163222248	317	2	1
NOR/19	1051730440	3	3	0
NLD/NB	835538656	2	2	0
VEN/T	6105488	1	1	0
BRA/GO	10683776	2	2	0
BGD/B	7366404	2	2	0
DZA/06	1725464	1	1	0
USA/MI	11215516	1	1	0
TWN/KHH	17918280	1	1	0
IND/MH	2285977653	10	10	0
IND/PB	3061143752	14	14	0
MAR/04	2057284	2	2	0
BRA/CE	13471892	1	1	0
IRQ	2057284	2	2	0
VEN/G	2920016	1	1	0
PHL/03	12940980	1	1	0
VNM/DN	8295500	2	2	0
VNM/54	9954600	1	1	0
ROU	18581920	1	1	0
FRA/OCC	1990092	1	1	0
PHL/00	1128188	1	1	0
PAK/SD	9290960	3	3	0
ARG/Z	10020964	1	1	0
TUR/15	1128188	1	1	0
MYS/13	1061824	1	1	0
CHN/GD	325225704	24	2	1
BEL/VLG	1061824	1	1	0
SAU/01	1128188	1	1	0
FRA/NAQ	1128188	1	1	0
RUS/MO	1327280	1	1	0
IND/RJ	1080958920	5	5	0
PRT/14	216191784	1	1	0
ZAF/GP	3318200	1	1	0
PHL/40	1194552	1	1	0
BGD/A	5043664	1	1	0
UKR	8030044	1	1	0
COL	1924556	1	1	0
BOL	6304580	1	1	0
BRA/MG	1327280	1	1	0
MEX/JAL	929096	1	1	0
CHN/SN	4273792	1	0	1
USA/AL	5707304	1	1	0
PER/LMA	11215516	1	1	0
IND/TN	325467889	2	1	1
USA/CO	1529776505	4	4	0
