region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
GitHub	40110424720	249636	4247	3076
AWS/ap-southeast-1	3786507532	815	815	0
AWS/us-east-1	22866942492	2709	402	412
CAN/ON	13478890876	313	311	1
USA/MA	20645784304	812	4	454
VPN	4657380152	9978	488	114
VNM	67407732	7	7	0
CHN	18191177272	412	412	0
AWS/us-east-2	3782956688	86	86	0
USA/DC	5482460648	30726	833	416
EST/37	19041784	1	1	0
CHE/VD	10585888	68	4	3
ARG/B	49851588	5	5	0
BRA/RS	12708552	1	1	0
PAK/SD	15132348	2	2	0
MEX/CMX	232059688	1361	97	54
BRA/RJ	3013368	1	1	0
GCP/us-central1	213023960	5	5	0
VNM/HN	177854220	14	14	0
USA/AL	14280744	1	1	0
UKR	13429140	1	1	0
USA/IL	46103304	207	3	2
CHN/SH	96991088	2	2	0
IRQ/BG	24762024	5	5	0
IDN/KB	9367644	1	1	0
DEU/NW	12315504	1	1	0
KHM/12	4258020	1	1	0
ECU/G	22141704	2	2	0
NPL/P3	21421116	2	2	0
HKG	34915764	7	7	0
VNM/CT	10219248	1	1	0
BRA/SP	36881004	7	7	0
FRA/IDF	23902844	18	4	3
IRQ/BA	5044116	1	1	0
PHL/07	9957216	1	1	0
ZAF/WC	12446520	2	2	0
COL/HUI	29675124	1	1	0
IND/AR	4913100	1	1	0
IND/AP	917112	1	1	0
IND	17490636	2	2	0
PAK/PB	17294112	3	3	0
BGD/C	10284756	2	2	0
MAR/06	6026736	1	1	0
LVA/RIX	15656412	1	1	0
ECU/P	8778072	2	2	0
UKR/46	23648388	2	2	0
IDN/JB	917112	1	1	0
ITA/45	9105612	1	1	0
VNM/SG	157088184	12	12	0
VNM/61	1703208	1	1	0
VEN/M	7664436	1	1	0
PAK/IS	27840900	2	2	0
JAM/01	8385024	1	1	0
BRA/MA	14346252	1	1	0
ARE/DU	11922456	2	2	0
SLV/SS	12839568	1	1	0
NPL	39435816	2	2	0
USA/MO	5502672	1	1	0
USA/CA	14149728	1	1	0
TUR/34	6223260	1	1	0
JOR/AM	3144384	2	2	0
MUS/PL	7664436	1	1	0
COL/DC	7205880	2	2	0
DZA/16	32229936	2	2	0
BGD	18407748	5	5	0
IND/GJ	8712564	1	1	0
ARM/ER	2030748	1	1	0
URY/MO	20372988	2	2	0
EGY/SHR	3930480	1	1	0
NGA/LA	1048128	1	1	0
KEN/30	16901064	1	1	0
MYS/14	917112	1	1	0
IDN/JI	2489304	2	2	0
MEX/MEX	1113636	1	1	0
IRQ	9433152	4	4	0
SGP	44545440	7	7	0
VEN/V	12381012	2	2	0
IND/TN	6419784	1	1	0
VNM/68	11332884	1	1	0
IDN/YO	14280744	3	3	0
VNM/54	38838224	1	1	0
BIH/BIH	9236628	1	1	0
PRY/ASU	1703208	1	1	0
VNM/39	7729944	1	1	0
LTU/VL	9367644	1	1	0
PAN/4	14542776	1	1	0
PAN/8	6812832	1	1	0
MNE/16	1703208	1	1	0
UKR/51	28889028	1	1	0
MAR/07	3013368	1	1	0
VNM/DN	21224592	2	2	0
BGR/22	3013368	1	1	0
USA/MS	5502672	1	1	0
TUN/13	8712564	1	1	0
ARG/X	8712564	1	1	0
VEN/A	11594916	1	1	0
VNM/20	10546788	1	1	0
BRA/PR	7533420	1	1	0
ISR/M	7336896	1	1	0
USA/NY	9302136	1	1	0
BRA/PA	9040104	1	1	0
TUN/41	2358288	1	1	0
OMN/MA	2030748	1	1	0
MEX/GUA	1375668	1	1	0
BRA/SC	4258020	1	1	0
KGZ/GB	5961228	1	1	0
IRQ/MA	14739300	1	1	0
IRQ/AR	7336896	1	1	0
MAR/09	917112	1	1	0
USA/NJ	20831544	2	2	0
BRA/SE	26661756	1	1	0
FRA/ARA	17883684	1	1	0
SYR	2030748	1	1	0
EGY/C	6288768	1	1	0
VNM/63	12970584	1	1	0
NIC/MN	2685828	1	1	0
IDN/JK	1244652	1	1	0
MUS/PW	5240640	1	1	0
ARG/S	4847592	1	1	0
USA/WA	2030748	1	1	0
PSE/NBS	15263364	1	1	0
GBR/ENG	13298124	1	1	0
COL/ANT	12446520	1	1	0
VEN/K	3078876	1	1	0
BRA/PE	11660424	1	1	0
SYR/DI	2489304	1	1	0
EGY/FYM	4323528	1	1	0
ARG/E	2030748	1	1	0
USA/WI	12053472	1	1	0
KAZ/71	6812832	1	1	0
BGD/D	1113636	1	1	0
