region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/NH	10245239089	1245	191	146
CHL/RM	57926431	8	8	0
AWS/us-east-1	6996694265706	834209	184	84
GitHub	4414634358	5300	449	444
VPN	1853117803	1163	242	111
AWS/ap-southeast-1	785121440	153	153	0
USA/MA	7347720894428	140312	1	110
EST/37	5725088	1	1	0
CHE/VD	178649636	160	18	13
TUR/34	82141753	220	4	2
USA/CA	199293558	60	12	9
DEU/BW	948782444	45	45	0
GCP/asia-south1	68649822201	37	8	4
AWS/us-east-2	88855123	6	6	0
USA/WV	1291209647760	57	57	0
CHN/BJ	3796227789167	72943	0	98
USA/VT	1773192266259	115	63	10
CAN/BC	20194806	26	7	4
LBN	3013368	1	1	0
ECU/G	11780142	1	1	0
FRA/IDF	26102314	20	4	4
UZB/TK	8647056	1	1	0
BRA/PR	12905076	2	2	0
IDN/JT	11780142	1	1	0
ARE/AZ	7283055	1	1	0
PAK	3537432	2	2	0
MYS/14	3144384	3	3	0
URY/MO	10623963	2	2	0
LBY/DR	1244652	1	1	0
CHE/ZH	64516456	55	17	9
USA/TN	171787208	57	0	1
NLD/NH	78441748	1	1	0
USA/VA	179318266188	28	4	1
USA/NY	86531882	16	3	1
MEX/CMX	83292657	321	67	50
NPL	28243935	1	1	0
SAU/04	12053472	1	1	0
ITA/45	5798602720	26	7	2
ITA/25	188899792540	42	4	4
ITA	667886912	3	3	0
USA/PA	201648	1146	0	1
FRA/PAC	2423796	1	1	0
DZA/16	6186077	1	1	0
MEX/JAL	6186077	1	1	0
ARG/C	1113636	1	1	0
JAM	2947860	1	1	0
VNM/HN	20569512	2	2	0
HKG	23844912	3	3	0
KEN	3995988	1	1	0
IDN	8974596	1	1	0
VNM/DN	9171120	1	1	0
PAK/PB	8188500	3	3	0
BRA/MG	5961228	1	1	0
FRA/NAQ	13298124	1	1	0
BGD	13298124	2	2	0
USA/MD	44666832	32	10	5
ECU/P	17687160	2	2	0
BRA/AM	2358288	1	1	0
GBR/ENG	12446520	1	1	0
IRQ/AN	3144384	1	1	0
MEX/MEX	6616308	1	1	0
BGD/C	8778072	1	1	0
VEN/I	1441176	1	1	0
ZAF/GP	2685828	1	1	0
TGO/M	4651068	1	1	0
IND	11856948	1	1	0
USA/IL	1460980932	15	3	2
GCP/us-central1	134563170	7	7	0
MYS/10	917112	1	1	0
BRA/SP	5044116	1	1	0
BGD/E	14355758	1	1	0
ARG	2685828	1	1	0
BRA/RJ	4454544	1	1	0
ZAF/LP	1113636	1	1	0
TUR/19	7533420	1	1	0
VNM/SG	1113636	1	1	0
VNM	9433152	1	1	0
USA/SC	10808820	1	1	0
IRQ/NA	11791440	1	1	0
JPN/26	7351086	1	1	0
CHN/GS	7351086	1	1	0
USA/MO	25395300	9	1	1
USA	3358160	18	2	1
