region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
CHN/SH	2806625204	83	83	0
CHN	4288548789	343	46	47
USA/NY	1641350800	207	80	40
USA	3580970096	211	121	14
AWS/ap-southeast-1	434645580	74	74	0
VPN	10640683570	537	461	33
GBR/ENG	1380860172	42	42	0
HKG/KKC	241822920	33	0	7
BEL	1365465792	40	40	0
AWS/us-east-1	2224613872	311	47	80
USA/DC	78675108	20	20	0
GitHub	936778176	1660	397	253
GCP/us-central1	1584251784	47	47	0
USA/MA	2956148532	311	20	94
USA/MT	1365465792	40	40	0
ITA/45	353589952	81	0	40
USA/IL	434011060	26	21	2
MEX/CMX	119293808	278	76	49
CHE/GE	1365465792	40	40	0
AWS/us-east-2	241822920	7	7	0
USA/TX	2814292144	131	96	8
KOR/44	1365465792	40	40	0
CHE/ZH	1395092921	42	41	1
CHN/JS	1640454710	603	45	41
CHL/RM	148950744	5	5	0
USA/VA	266188516	19	19	0
MAR/04	10677804	2	2	0
USA/CA	225521348	57	11	6
LBN/AS	7795452	1	1	0
MEX/MEX	5699196	1	1	0
BGD	31050792	3	3	0
VNM/SG	21421116	3	3	0
COL/ANT	1768716	1	1	0
BRA/GO	9695184	1	1	0
HKG	24041436	4	4	0
KWT/KU	18342240	1	1	0
AWS/ap-northeast-1	156615144	7	2	4
USA/PA	61849912	23	3	2
USA/MD	109384504	41	12	10
HKG/NKT	29384704	2	0	1
TUR/34	5990968	9	2	1
CRI/SJ	3340908	1	1	0
FRA/IDF	16008780	9	3	3
DEU/HE	75950632	11	4	2
DEU/NW	3888500	12	3	3
IDN	917112	1	1	0
IRQ/BG	39223372	2	2	0
ALB/11	9891708	1	1	0
JOR/AM	6092244	1	1	0
MEX/NLE	9695184	2	2	0
SGP	18669780	2	2	0
NPL/P3	18080208	2	2	0
MYS/10	13036092	1	1	0
IDN/YO	917112	1	1	0
DZA/19	2489304	1	1	0
BOL/H	2030748	1	1	0
ITA/52	31608832	2	0	1
VNM/49	9367644	1	1	0
MEX/MIC	2096256	1	1	0
AWS/us-west-2	21195648	22	6	2
USA/WA	5519224	6	2	2
PAK/PB	2227272	2	2	0
URY	1113636	1	1	0
MAR/06	917112	1	1	0
LBN/BA	3668448	1	1	0
ARG/B	4061496	1	1	0
PAK	1244652	1	1	0
BRA/PE	8319516	1	1	0
DZA/03	3602940	1	1	0
BRA/MS	35227384	1	1	0
IND/DL	1	1	0	1
IND/TN	11463900	1	1	0
BRA/SP	52471908	3	3	0
BLZ/BZ	35227384	1	1	0
VNM/HN	8450532	1	1	0
ARE/AZ	6616308	1	1	0
BRA/MG	8450532	1	1	0
BRA/BA	7926468	1	1	0
PHL/40	3275400	1	1	0
OMN/MA	5044116	1	1	0
BRA/RJ	2030748	1	1	0
ETH/AA	1768716	1	1	0
EST/37	29077240	1	1	0
CHE/VD	2644704	8	2	1
CHN/GD	810480	6	0	1
USA/OH	37683960	1	1	0
AUS/NSW	19596112	1	0	1
