region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/MA	257653566786	50281	82	61
NLD	134003978015	2260	28	10
CHN	133596602934	12961	28	23
AWS/us-east-2	253493314511	932588	58	63
USA/NV	160502205574	4781	19	38
GitHub	6204464491	80810	627	667
AWS/us-east-1	119834205421	17632	91	201
CHE/ZH	85365177493	1308	251	38
VPN	197948236041	920	202	76
HKG	2986334155	357	1	1
CAN/QC	15201238722	169	5	21
CHE/GE	190291270	796	134	38
USA	16917269915	3223	21	4
CAN/ON	31775841140	20	20	0
AWS/ap-southeast-1	216478540	31	31	0
BEL/WAL	213003493231	405	62	6
USA/NY	88484544364	215	38	13
USA/MD	19130435624	1437	25	16
USA/MS	92718619955	27	24	3
GCP/us-west1	130541785412	119	76	19
USA/NM	84273722669	20	20	0
GCP/us-central1	53330932647	37	37	0
CHN/GD	21201467719	152	17	8
AWS/us-west-2	923940903	556	31	22
USA/CA	159547615615	6072	368	76
USA/FL	1606157051	90	9	1
USA/DC	97801968	67	30	6
USA/GA	256742776	59	0	19
CHN/BJ	91005502349	42	38	1
MEX/CMX	183195116	680	102	53
PER/LMA	84277875865	22	20	2
NOR/50	84554689482	89	20	12
JPN/26	69781707	73	0	19
USA/IL	125667008	23	9	2
CHE/VD	40539504530	24	11	2
LVA/RIX	1061824	1	1	0
SAU/01	7499132	1	1	0
VNM/54	1061824	1	1	0
USA/WA	5015487922	19	5	4
DEU/NW	4943396	23	3	3
SGP	26678328	2	2	0
ARG/B	6171852	4	4	0
ZAF/GP	7300040	1	1	0
USA/VA	364308303	136	17	5
VNM/SG	51896648	8	8	0
KOR/30	14714219599	7	5	1
USA/NJ	7004346242	2	2	0
NLD/ZH	8098785618	2	2	0
VNM	51830284	5	5	0
MYS/14	16457444	2	2	0
MEX/OAX	2787288	1	1	0
UKR/77	1327280	1	1	0
ZAF/KZN	1061824	1	1	0
CAN/BC	9622780	1	1	0
PRY/ASU	3981840	1	1	0
ARE/AZ	8295500	1	1	0
BRA/TO	8162772	1	1	0
UZB/TK	12874616	1	1	0
MDA/CU	13604620	1	1	0
ARG/J	1393644	1	1	0
ESP/MD	748137244	2	2	0
PAK/PB	16922820	2	2	0
KHM/12	1194552	1	1	0
MEX/MEX	6437308	1	1	0
ALB/01	14069168	1	1	0
PRT/11	15993724	1	1	0
IDN/RI	2853652	2	2	0
UKR/32	1061824	1	1	0
IND/MH	1061824	1	1	0
BGD	12476432	3	3	0
GBR/ENG	3302036403	5	3	1
COL/ANT	6238216	1	1	0
PAK/IS	1128188	1	1	0
PAK	10153692	1	1	0
ECU/P	2322740	1	1	0
VNM/DN	1725464	1	1	0
ARE/DU	2830568360	1361	2	1
LBN/BA	6702764	1	1	0
MAR/06	9224596	1	1	0
FIN/18	2792131468	2	2	0
TUR/79	1128188	1	1	0
SAU/02	862732	1	1	0
AGO/LUA	2057284	1	1	0
JOR/AZ	1128188	1	1	0
BRA/MG	79238616	4	4	0
ESP	46803744	9	3	1
KGZ/GB	2057284	1	1	0
MYS/10	11945520	1	1	0
VNM/44	10817332	1	1	0
USA/MI	101474824	16	10	1
VNM/39	1990092	1	1	0
VNM/66	929096	1	1	0
USA/MO	24421952	1	1	0
USA/LA	20207369	1	1	0
KOR	15661904	1	1	0
FRA	110311828	1	1	0
USA/HI	9216	8	0	1
USA/PA	30166566	33	2	1
GCP/asia-east1	495256796	75	1	1
IND/GJ	26023904	10	2	1
bogon	749552672	7	7	0
USA/CO	25881960	1	1	0
GBR	34973828	4	4	0
ESP/CN	4966709395	1	1	0
USA/MN	105544884	11	2	1
RUS	25550140	4	4	0
VNM/45	6702764	1	1	0
GBR/SCT	47459476	10	2	1
NLD/NH	9216	8	0	1
BRA/BA	11480972	1	1	0
KOR/42	19338616	37	1	1
USA/TX	8618047887	4	4	0
IDN/LA	1061824	1	1	0
VNM/HN	72734944	3	3	0
CHN/JS	659496724	8	8	0
ARG/M	1128188	1	1	0
MEX/NAY	2190012	1	1	0
GCP/asia-southeast1	4178403253	1	1	0
USA/RI	46669599	9	0	1
JPN/13	6575537	11	2	1
GCP/us-east4	4178403253	1	1	0
DZA/20	6835492	1	1	0
TUR	8826412	1	1	0
ISL/1	862732	1	1	0
IRQ/BA	1061824	1	1	0
FRA/IDF	10597540	20	4	3
CHL/BI	862732	1	1	0
NLD/GE	8494592	1	1	0
TWN/TPE	5523569687	1	1	0
IND/TS	6901856	1	1	0
ZAF/MP	1128188	1	1	0
