region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/CA	238770020283	6665	334	155
USA/GA	127763469069	6472	207	153
USA/MA	740934063586	10623	118	66
USA/WI	448750546	370	18	18
AWS/us-east-1	81165370846	9723	38	27
NLD	64549162010	3040	4	7
USA	711122835425	4318	124	20
USA/TX	81050986963	382	30	18
GitHub	16613020905	77397	131	115
USA/MD	42156148	41	9	9
USA/NY	352670025702	2950	118	30
JPN/12	279149360	251	23	18
AWS/ap-southeast-1	131736588	18	18	0
USA/VA	184803418214	2773	175	46
ITA/52	161208794600	25	18	6
CHN	76681281102	12061	0	11
VPN	263254924807	23199	348	79
KOR/30	80663694286	17	9	6
JPN/10	172639097724	26	25	1
RUS/SA	80564670282	11	9	2
DEU/TH	80537036658	9	9	0
JPN/13	80658524272	124	21	10
USA/NJ	182289997492	27	27	0
USA/NV	67669764	9	9	0
KOR/11	76093904	95	11	9
ISR/M	80566412322	46	13	1
USA/MI	28493731746	9	9	0
USA/IL	294269856	116	18	11
MEX/CMX	80766045	251	42	32
DEU/BW	161074073316	18	18	0
SGP	184539776364	58	21	28
GCP/us-central1	117413888	213	22	21
CAN/QC	80537036658	9	9	0
GCP/us-east1	1881452562	242	0	9
USA/WA	395864201	1312	31	11
USA/CO	12822609066	1595	0	30
GBR/ENG	97812821970	12	11	1
VNM/SG	1048128	1	1	0
CAN/BC	41435560	41	9	9
GBR/NIR	122259865	199	0	9
USA/PA	26389856	13	3	2
AWS/us-east-2	8593576032	5	1	1
NOR/50	258078424	56	0	2
JPN/28	8593889804	2	2	0
AUT/3	8575482056	1	1	0
CHE/VD	2551024	9	2	2
AWS/us-west-2	4345888477	587	6	4
DNK/84	179262586	204	0	2
DEU/NI	17150964112	2	2	0
IND/UP	180753484	892	3	1
CHE	1525568	7	1	1
HKG	8701739952	2	2	0
USA/CT	17379634992	2	2	0
DEU/NW	8742354912	2	2	0
USA/IN	17032112	3	2	1
ESP/MD	12970584	1	1	0
USA/FL	39911540369	6225	6	1
USA/TN	7410624	4	0	1
IRL	38609040	8	3	1
DEU/HH	8718247968	3	3	0
VNM/HN	12970584	2	2	0
ZAF/GP	1048128	1	1	0
IDN/YO	14608284	2	2	0
COL/VAC	10284756	1	1	0
CHN/BJ	1121912	3	1	1
JPN/23	5437164	1	1	0
FRA/IDF	4459032	13	4	3
ARG/B	5044116	2	2	0
BGD/F	917112	1	1	0
