region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/NV	20454622528	2535	2095	179
NLD	14291391880	1606	1606	0
AWS/us-east-2	30469281576	562349	181	946
VPN	50336664169	8958	6184	237
USA/MA	13116857044	1515	24	1435
MEX/CMX	5021624000	10064	1066	1060
USA/NY	35463564536	3981	3951	15
AWS/ap-southeast-1	7903223640	2066	2066	0
GitHub	75184741604	155492	12829	11778
USA/IL	3974102212	519	501	2
HKG	545675716	110	26	42
CHN	16678942888	2018	1742	138
CAN/QC	3521507128	431	368	32
HKG/KKC	1457306872	293	37	128
USA/NM	9004401256	1013	1013	0
GCP/us-west1	122569936	14	14	0
AWS/us-east-1	30453170892	4654	2972	841
USA/CA	9131866432	1174	1040	19
USA	10032537580	1383	1383	0
GCP/us-central1	960511016	112	112	0
KEN/30	25435544	4	4	0
KEN/28	3782748	1	1	0
USA/MD	9070184480	1087	1025	12
AWS/ap-south-1	33648968	4	4	0
ESP/CT	18382024	4	0	2
ARE/DU	8777756	2	2	0
PAK/SD	3701832	3	3	0
NPL/P3	7782296	1	1	0
FRA/OCC	4910936	1	1	0
PAK/IS	17223112	2	2	0
GCP/europe-west4	1034965072	119	119	0
GCP/us-east1	1187198756	139	139	0
VNM/SG	245841216	33	33	0
TUN/11	2986380	1	1	0
PAK/PB	6901856	4	4	0
BGD	88950276	14	14	0
DOM/01	8077856	1	1	0
USA/VA	1460797452	191	169	4
CAN/ON	1083768360	120	120	0
BRA/SP	72535672	11	11	0
NIC/MN	17556832	2	2	0
BGR/02	10750968	2	2	0
CHL/RM	77166748	11	11	0
GCP/us-east4	394266664	47	47	0
NOR/50	245385848	55	0	9
VNM/HN	210543604	25	25	0
DZA	1260916	1	1	0
DEU/NW	7315408	30	3	3
GCP/us-west4	261021184	32	32	0
USA/NH	5868160	10	1	1
KEN	4711844	1	1	0
UKR/05	1393644	1	1	0
IRQ/AR	16817836	3	3	0
IND/DL	4313660	2	2	0
GBR/ENG	293584448	40	40	0
ECU/P	16783408	2	2	0
IND/MH	36744760	5	5	0
IDN/YO	80103232	11	11	0
URY/MO	21948180	3	3	0
IDN/SB	1441176	1	1	0
NPL	14429524	2	2	0
ARG/C	1768716	1	1	0
FRA/IDF	24208600	17	5	3
NGA/LA	4454544	1	1	0
MYS/10	12105992	2	2	0
ARG/A	5371656	1	1	0
ECU/A	1441176	1	1	0
IDN	20974612	5	5	0
SEN/DK	9492152	1	1	0
BRA/MG	12011884	2	2	0
ISR/Z	9492152	1	1	0
AUT/6	15133092	2	2	0
BRA/RS	18117372	4	4	0
SGP	62629064	11	11	0
VNM/35	18022456	2	2	0
ALB/11	21654076	3	3	0
ISR/M	9057848	1	1	0
IDN/JB	19581060	3	3	0
BGD/C	20560476	4	4	0
CYP/02	7353320	1	1	0
VNM	53006532	8	8	0
ARE	8295500	1	1	0
RUS/VGG	4048204	1	1	0
MYS/14	9556416	3	3	0
PER/LMA	25741608	3	3	0
ECU/L	5773668	1	1	0
QAT/DA	9402224	1	1	0
ISR/TA	9280112	1	1	0
MEX/JAL	14164068	2	2	0
VEN/A	25034568	4	4	0
PSE/RBH	10882868	2	2	0
UKR	22895580	4	4	0
PRT/11	100269232	14	14	0
IND/HR	1128188	1	1	0
IND/TN	1858192	2	2	0
FRA/ARA	1061824	1	1	0
IND/RJ	1128188	1	1	0
DEU/TH	14201896	2	2	0
CHE/AG	8815464	10	2	2
CHE/VD	8615252	29	6	5
USA/SC	9913896	2	2	0
COL/CUN	12741888	3	3	0
VNM/13	1194552	1	1	0
SAU/14	5773668	1	1	0
COL/DC	23360128	4	4	0
MAR/07	6370944	2	2	0
VNM/34	7830952	1	1	0
KWT/KU	1128188	1	1	0
VEN/O	1061824	1	1	0
TUR/34	12476432	2	2	0
BRA/MT	3251836	1	1	0
IDN/SU	24907792	4	4	0
PHL/11	8690216	1	1	0
ZAF/GP	16207776	4	4	0
JAM/01	8295500	2	2	0
IRN	1327280	1	1	0
TGO/M	1659100	1	1	0
GEO/TB	3583656	1	1	0
BRA/PR	7232848	1	1	0
ARG/B	20766444	4	4	0
MYS/05	9780584	1	1	0
DZA/19	9236628	1	1	0
CHL/BI	9452224	1	1	0
MAR/05	2986380	1	1	0
MAR/01	6304580	2	2	0
ZAF/EC	2308188	2	2	0
VNM/20	8711600	1	1	0
ALB/04	8545856	1	1	0
JOR	17008140	2	2	0
VNM/52	8579912	1	1	0
ARE/AZ	8579912	1	1	0
IDN/SS	8579912	1	1	0
BRA/BA	20056528	3	3	0
VNM/HP	11800572	2	2	0
EST/37	17739640	2	2	0
COG/BZV	2455468	2	2	0
COL	6968220	1	1	0
PHL/00	862732	1	1	0
BRA/SC	13272800	2	2	0
MAR/06	6636400	2	2	0
BRA/GO	4716576	1	1	0
USA/NJ	9429784	1	1	0
ECU/G	14222556	3	3	0
ARG/X	3340908	1	1	0
PRY/11	8959140	1	1	0
UZB/TK	39573432	7	7	0
ETH/AA	4913100	2	2	0
VNM/63	7795452	1	1	0
TUR	11940032	2	2	0
COL/SAN	6968220	1	1	0
USA/PA	9005576	1	1	0
COL/PUT	3185472	1	1	0
DZA/05	2720924	1	1	0
UKR/12	6835492	1	1	0
VEN/V	26068688	5	5	0
MEX/MEX	15450448	2	2	0
VNM/39	17289496	2	2	0
IDN/JT	1061824	1	1	0
JOR/AZ	9152240	1	1	0
VNM/DN	51017632	6	6	0
USA/TX	13823236	4	4	0
GRC/I	8976920	1	1	0
VNM/45	8450532	1	1	0
MYS/12	9452224	1	1	0
EGY/DT	2123648	1	1	0
KAZ/19	4579116	1	1	0
KAZ/71	8583584	1	1	0
SWE/O	18262434	3	1	1
PAK/KP	3650020	1	1	0
USA/NE	929096	1	1	0
VNM/54	1061824	1	1	0
IDN/JI	8960864	1	1	0
COG	7897316	1	1	0
IDN/BA	2986380	1	1	0
MYS/07	7352960	1	1	0
ARG/J	1393644	1	1	0
KGZ/GB	1128188	1	1	0
VEN	12759016	2	2	0
COL/ANT	26508728	3	3	0
SYR	10790692	2	2	0
TUR/54	8980808	1	1	0
VEN/B	862732	1	1	0
FRA/PAC	18276112	2	2	0
ALB/01	9440816	1	1	0
CIV/AB	3915476	1	1	0
TUR/60	6769128	1	1	0
PHL/40	2389104	1	1	0
PRY/ASU	8428228	1	1	0
