asset_path	bytes_sent	number_of_requests	number_of_downloads	number_of_views
sub-1288510508/sub-1288510508_ses-1288626969_icephys.nwb	4295816093	4207	122	95
sub-1301204249/sub-1301204249_ses-1301773570_icephys.nwb	2423212443	3837	122	99
sub-1301204249/sub-1301204249_ses-1301793993_icephys.nwb	2648977214	3428	108	87
sub-1301204249/sub-1301204249_ses-1302797223_icephys.nwb	2164253824	3507	107	83
sub-1288510508/sub-1288510508_ses-1288604785_icephys.nwb	2601484699	3512	116	235
sub-1288510508/sub-1288510508_ses-1288610002_icephys.nwb	4616443485	5536	122	109
sub-1301204249/sub-1301204249_ses-1303246182_icephys.nwb	2217022290	3472	101	91
sub-1288510508/sub-1288510508_ses-1288632588_icephys.nwb	2328465546	3577	108	94
sub-1301204249/sub-1301204249_ses-1301313606_icephys.nwb	2671410911	3573	111	94
sub-1288510508/sub-1288510508_ses-1288641681_icephys.nwb	3092904695	3734	106	90
sub-1288510508/sub-1288510508_ses-1288777439_icephys.nwb	3362502754	5157	113	93
sub-1301204249/sub-1301204249_ses-1301715114_icephys.nwb	2662724976	4209	99	88
sub-1288510508/sub-1288510508_ses-1288767594_icephys.nwb	2245535995	4303	111	96
