region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA	19836736760	3858	1	156
GitHub	14002128920	50939	3447	2693
AWS/us-east-1	60998774136	6949	668	406
USA/MA	162668038708	16168	1916	865
AWS/ap-southeast-1	4868554560	884	884	0
VPN	119049678708	5078	3243	134
USA/TX	102199987148	915	913	2
USA/MD	3901626688	3105	849	431
DEU/BY	50935091520	406	406	0
CHN	130168491496	7333	408	427
IND	50971404345	408	407	1
SWE/C	11666282763	203	115	5
USA/DC	2942816612	420	407	1
USA/IL	50718678708	431	405	2
AWS/us-east-2	8550505848	75	75	0
USA/CA	8825141884	397	81	7
CAN/BC	1546849800	5124	592	407
USA/OK	6195506452	329	76	4
SWE/AB	39909335574	358	301	9
USA/VA	1968702284	342	330	2
USA/FL	10013160976	72	71	1
TWN/CHA	1669085904	23	15	8
MEX/CMX	165206300	646	92	52
USA/OH	48309968	44	3	1
CHN/ZJ	9695184	1	1	0
HKG	291867020	4	4	0
CHE/VD	1057985288	44	14	5
FRA/IDF	34294696	163	13	13
IND/MH	2238662384	16	16	0
GCP/us-central1	783388080	22	8	1
CAN/ON	1076125800	10	10	0
USA/NH	1206366904	2170	248	204
USA/GA	5123088	21	2	2
USA/WA	78794870	55	6	6
HUN/BU	36687712	107	6	4
AWS/us-west-2	58928700	111	12	4
KOR/27	3365736	9	3	3
JPN/13	37393096	22	2	1
USA/NY	650908980	99	8	4
KOR/41	123874940	3	3	0
SWE/O	73302234	50	4	2
TWN/TPE	96296072	1	1	0
SWE	30739171	18	2	1
NOR/02	23897691	19	1	1
USA/MI	106089260	17	2	1
ITA	54012904	258	0	1
CHN/SH	245493032	14	2	2
CAN/QC	362694636	17	2	1
MEX/GUA	7533420	1	1	0
ISR/M	452080968	4	4	0
MEX/NAY	29347584	1	1	0
TTO/POS	12839568	1	1	0
PRT/11	18666780	20	2	1
EST/37	46435616	1	1	0
