region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-1	780584176	364	358	3
DNK/84	470678177	1624	325	107
GitHub	1795674043	6299	1421	939
USA/MA	433920582	120	1	107
USA/CA	983883294	1944	174	8
AWS/ap-southeast-1	216410702	143	143	0
AWS/us-east-2	69831671	19	17	1
NOR/50	413704897	107	107	0
VPN	1179783970	621	284	109
USA/IL	370303045	134	128	2
USA/FL	2627879890	6458	10	107
USA/MO	50124782	16	16	0
HKG	58364147	17	17	0
USA/VA	54305036	17	17	0
CHE/VD	1261204	4	1	1
MEX/CMX	35044664	60	20	16
GCP/us-central1	243275950	35	35	0
ITA/45	15616440	4	0	2
SWE/AB	40548040	5	5	0
TWN/TXG	6301280	1	1	0
AWS/us-west-2	23293812	22	6	2
CHN	84181544	15	10	1
USA/MD	28742160	18	6	4
FRA	15616440	2	2	0
CHN/GD	21917720	3	3	0
USA/WA	8794624	6	2	2
CHN/BJ	38248876	6	4	1
USA/NY	47884936	6	6	0
KOR/31	15616440	2	2	0
EST/37	6301280	1	1	0
SGP	64308256	9	9	0
CHN/SH	25848712	4	4	0
ISR/HA	9081600	645	0	1
USA/CO	44073472	5	5	0
NLD/NH	9315160	1	1	0
CHN/HB	5961228	1	1	0
TWN/NWT	9315160	1	1	0
PRI	9315160	1	1	0
CAN/ON	9315160	1	1	0
NLD	9315160	1	1	0
USA/NJ	9315160	1	1	0
KOR/47	9315160	1	1	0
AWS/ap-southeast-5	9315160	1	1	0
GCP/us-east1	9315160	2	0	1
GCP/us-east4	9315160	2	0	1
FRA/IDF	3234720	9	3	3
CHN/ZJ	6288768	1	1	0
