region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/ap-southeast-1	1738014608	7819	7819	0
AWS/ap-south-1	7602709	8	8	0
AWS/us-east-1	46247919473	10950	5823	141
IND	24	3	0	3
ITA/25	1431492036	1722	1722	0
USA/MA	29107698491	31335	28688	2238
USA/VT	97392488317	248677	248611	33
USA/WA	1088955799	1342	1336	3
MEX/CMX	5592597840	3919	3910	2
USA/MD	299566892	559	557	1
USA/TX	37800206	516	516	0
AWS/us-east-2	2770939553	433	433	0
ITA	1063740191	1489	1489	0
USA/NH	2214184252	3776	3764	6
USA/CO	48969865	181	181	0
VPN	609979587	1324	132	102
GitHub	3205329849	3748	340	355
GBR/ENG	97651775	295	34	13
USA/VA	577226	45	45	0
GCP/us-central1	241931791	5	5	0
FRA/IDF	29809114	107	13	13
PHL/07	2920	1	1	0
VNM/SG	3601	2	2	0
VNM/HN	2920	1	1	0
SGP	468277696	3	3	0
USA/IL	169951729	1979	1974	1
CHN	10125	3	3	0
USA	3375	1	1	0
VNM/43	681	1	1	0
USA/CA	1986344	9	2	1
