region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-west-2	905963164	2393	204	68
USA/MA	967024303748	18621	0	104
CHN	1952727460170	116667	98	123
AWS/us-east-1	926169988840	110561	193	88
USA	319535742684	60958	0	29
VPN	941804811913	3122	529	144
AWS/ap-southeast-1	901783128	166	166	0
USA/WA	286205160	213	68	68
GitHub	2002863184	6996	445	445
USA/NC	630514500	88	88	0
MEX/CMX	82480396	222	32	29
FRA/PAC	8319516	1	1	0
USA/IL	1091917360	128	97	2
USA/CA	23280168	10	4	3
CHE/VD	38208784	119	22	20
FRA/IDF	45919668	196	16	13
IDN/JB	24303468	2	2	0
PSE	7271388	1	1	0
VNM/SG	166390320	15	15	0
HKG	37732608	6	6	0
VNM/HN	102454512	15	15	0
IDN/SN	4520052	1	1	0
VNM/45	10874328	1	1	0
ALB	11136360	1	1	0
ZAF/WC	11660424	3	3	0
BGD	58367628	6	6	0
USA/VA	32557476	5	5	0
POL/30	12184488	1	1	0
SGP	95798248	32	15	1
BEN/LI	917112	1	1	0
DOM/01	17294112	2	2	0
IDN	16114969	4	3	1
USA/MD	44997120	40	10	5
VEN/F	2161764	1	1	0
CHL/RM	21748656	2	2	0
HRV	16901064	1	1	0
QAT/DA	14935824	1	1	0
LBN/BI	1310160	1	1	0
BHR/13	1441176	1	1	0
MYS/14	6354276	1	1	0
IND	7402404	2	2	0
PHL/07	2685828	1	1	0
BRA/SP	42121644	4	4	0
VNM/61	10612296	1	1	0
TUR/06	30330204	1	1	0
IND/GJ	14215236	1	1	0
VNM	30461220	3	3	0
UZB/TK	49917096	3	3	0
COG/16	3013368	1	1	0
DEU/BY	12643044	1	1	0
PAK/PB	67931796	4	4	0
USA/CT	8450532	1	1	0
IDN/YO	32688492	7	7	0
SEN/DK	12446520	2	2	0
IRQ/BG	13560156	3	3	0
MEX/CHP	35832876	1	1	0
FRA/ARA	17687160	1	1	0
AZE/YE	8057484	1	1	0
ARG/B	56795436	6	6	0
MEX/MIC	4978608	1	1	0
IRL/M	8516040	1	1	0
VNM/68	18276732	2	2	0
DEU/SL	15656412	1	1	0
ARE/AZ	22534752	2	2	0
OMN/MA	10481280	2	2	0
BRA/GO	7926468	1	1	0
JOR/AM	22010688	4	4	0
VEN/S	8057484	1	1	0
ARG/T	1113636	1	1	0
MAR/06	9957216	1	1	0
IND/MH	17687160	2	2	0
IND/UK	10481280	1	1	0
KAZ/79	5830212	1	1	0
MAR/04	13167108	1	1	0
COL	1768716	1	1	0
IND/DL	5895720	1	1	0
BRA/RS	13625664	3	3	0
ECU/P	8516040	2	2	0
GBR/ENG	78806124	4	4	0
COL/DC	1768716	1	1	0
MEX/CHH	11332884	1	1	0
PER/LMA	5044116	2	2	0
ZAF/GP	22534752	3	3	0
BRA/RJ	2947860	1	1	0
BRA/CE	1113636	1	1	0
ISR/M	5961228	1	1	0
CHN/HB	38836136	15	0	1
URY/MO	7991976	1	1	0
ZAF	21486624	1	1	0
ARM/ER	10415772	1	1	0
BRA/DF	3668448	1	1	0
IRQ	1113636	1	1	0
ARG/Y	13167108	1	1	0
MYS/10	20897052	2	2	0
PAK/SD	5699196	2	2	0
CIV/AB	2292780	1	1	0
VNM/39	982620	1	1	0
SYR/ID	1375668	1	1	0
BGD/C	22010688	3	3	0
BRA/MG	17883684	1	1	0
SRB/00	10415772	1	1	0
USA/GA	12577536	1	1	0
EGY/ALX	9760692	1	1	0
IDN/SB	12774060	1	1	0
IDN/AC	1113636	1	1	0
VEN/G	1768716	1	1	0
PHL/40	917112	1	1	0
MEX/HID	6354276	1	1	0
JOR/AZ	2358288	1	1	0
ARE/DU	2554812	2	2	0
IRQ/NA	851604	1	1	0
JOR	6288768	1	1	0
NPL	917112	1	1	0
CAN/BC	21768636	17	2	1
EGY/C	15132348	2	2	0
BRA/PB	12446520	1	1	0
VNM/HP	5306148	1	1	0
IND/TS	25286088	1	1	0
DEU/ST	11987964	1	1	0
SYR/DI	1310160	1	1	0
USA/AR	3995988	1	1	0
ETH/AA	1703208	1	1	0
TUR/01	13560156	1	1	0
VNM/21	11005344	1	1	0
TUR/35	4323528	1	1	0
ARG/X	9433152	1	1	0
UKR/21	6354276	1	1	0
COG/BZV	4651068	1	1	0
IND/MP	7336896	1	1	0
ARG/M	13625664	1	1	0
LBN/BA	1113636	1	1	0
BOL	6681816	1	1	0
ESP/CT	12774060	1	1	0
VEN/B	5437164	1	1	0
MEX/VER	11791440	1	1	0
HND/CR	8516040	1	1	0
IDN/JK	10743312	2	2	0
IDN/JT	1244652	1	1	0
CHE/ZH	42121644	1	1	0
ISR/TA	11136360	1	1	0
VNM/DN	17818176	2	2	0
KEN/30	12774060	2	2	0
VEN/A	1	1	0	1
TUR/31	2751336	1	1	0
VEN/N	4585560	1	1	0
ESP/CM	13691172	1	1	0
MMR/06	1113636	1	1	0
COL/CUN	1	1	0	1
