region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
VPN	6823834753	3685	357	49
AWS/us-east-2	3459481792	261504	32	51
USA/NV	2732461929	131	65	29
GitHub	27345845764	627426	1373	1026
HKG/KKC	207873760	28	0	5
AWS/us-east-1	8838763400	1622	95	242
USA/CA	1269882596	123	45	7
NLD	1767224548	58	48	9
USA	737658216	133	34	10
AWS/ap-southeast-1	515316460	72	72	0
CHN	3261208447	296	36	56
NOR/50	300066440	73	0	9
CHE/VD	1009671804	53	22	6
HKG	69007700	10	1	2
USA/NM	1202846808	34	34	0
USA/MA	4284262208	614	1	70
CHN/GD	1202846808	34	34	0
CAN/QC	1540049080	239	10	35
MEX/CMX	99269176	419	48	48
PHL/40	929096	1	1	0
SAU/02	36611528	1	1	0
USA/IL	567511312	180	23	2
USA/NY	26714652	3	3	0
TUN/11	7963680	1	1	0
COL/DC	862732	1	1	0
ISR/TA	8560956	1	1	0
BGD	862732	1	1	0
PAK	4844572	2	2	0
VNM/37	862732	1	1	0
ARG/X	17453732	1	1	0
VNM/HN	18781012	4	4	0
KEN/30	862732	1	1	0
IRQ/BG	2057284	1	1	0
SGP	20241020	4	4	0
ARE/DU	1858192	2	2	0
PAK/PB	10817332	2	2	0
ARG/B	8892776	4	4	0
IDN/SS	929096	1	1	0
ALB/06	1128188	1	1	0
BRA/RS	1393644	1	1	0
GBR/ENG	448486080	38	38	0
BRA/RJ	1460008	1	1	0
ARG/M	1194552	1	1	0
MAR/04	995460	1	1	0
USA/FL	1393644	1	1	0
JOR/AZ	1393644	1	1	0
EGY/SUZ	929096	1	1	0
CHE/GE	280291992	15	15	0
VNM/SG	44408648	6	6	0
USA/MD	129836580	227	22	17
BRA/SP	1393644	1	1	0
GCP/us-central1	317938280	21	21	0
FRA/OCC	1393644	1	1	0
USA/PA	9169498	18	2	2
AUS/NSW	4114568	1	1	0
UZB/TK	7631860	1	1	0
IDN/SU	2986380	1	1	0
SAU/03	8892776	1	1	0
IDN	1725464	1	1	0
MEX/GUA	8494592	1	1	0
NPL/P3	9556416	1	1	0
IRQ/NI	1858192	2	2	0
PSE/NBS	12675524	1	1	0
NIC/MN	13007344	1	1	0
DZA/28	1128188	1	1	0
IDN/JA	862732	1	1	0
VNM	1327280	1	1	0
MEX/MIC	4180932	1	1	0
PRY/ASU	1659100	1	1	0
OMN/MA	3915476	1	1	0
DZA/16	4645480	1	1	0
IND	929096	1	1	0
JPN/13	17595092	62	2	1
CAN/ON	2322740	1	1	0
VNM/DN	10551876	1	1	0
ARG/S	13413456	1	1	0
PRT/11	134070736	12	12	0
IND/MH	49235280	4	4	0
VNM/CT	796368	1	1	0
TZA/01	1061824	1	1	0
VEN/A	1128188	1	1	0
COL/HUI	3450928	1	1	0
MEX/MEX	1128188	1	1	0
BRA/SC	1393644	1	1	0
USA/VA	3012882600	882	2	4
ITA/42	72382728	21	6	1
AWS/us-west-2	57601344	4	4	0
USA/RI	37958128	8	0	1
CHN/SH	44391896	34	3	2
USA/NJ	14400336	1	1	0
GRC/I	1791828	1	1	0
FRA/IDF	13982104	20	4	3
ZAF/GP	929096	1	1	0
IND/GJ	1128188	1	1	0
EST/37	9027928	1	1	0
NLD/NH	9027928	1	1	0
SYC	2322740	1	1	0
AUS/VIC	4114568	1	1	0
