region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-1	449551318	188	101	14
DEU/NW	2931290	16	5	1
VPN	499831731	255	181	8
USA/MA	233403712	71	15	14
USA/NH	1861691896	3089	337	110
USA/NV	18604414	12	12	0
CHN	70518926	40	34	3
IND/AP	9	1	1	0
USA/VA	860856958	311	17	5
USA/IL	21031450	25	14	1
USA/TX	21235318	18	6	1
AWS/ap-southeast-1	12905347	34	34	0
USA/CA	223684162	141	29	9
USA/NY	301870669	276	49	4
USA	47	4	4	0
ISR/TA	27	3	3	0
VNM/HN	15	2	2	0
ARG/B	9	1	1	0
PHL/11	9	1	1	0
GBR/ENG	31462881	5	5	0
PHL/40	9	1	1	0
AWS/us-east-2	776231857	8471	5	17
PAK/PB	9	1	1	0
BRA/MA	9	1	1	0
COL/CAQ	9	1	1	0
BRA/GO	9	1	1	0
ARE/AZ	13	2	2	0
MEX/CMX	73438293	135	22	7
GBR	9	1	1	0
GCP/us-central1	94343824	11	8	1
USA/NJ	420	17	17	0
JPN/23	4	1	1	0
ITA/62	8	2	2	0
BRA/SP	56	3	3	0
DZA/09	4	1	1	0
MAR/03	4	1	1	0
USA/MD	39309476	66	7	5
VNM/SG	74	3	3	0
BRA/MG	4	1	1	0
EGY/GZ	4	1	1	0
ESP/CN	4	1	1	0
HKG	34934788	4	4	0
CZE/10	6878344	2	2	0
USA/OH	18320259	16	16	0
IDN/JB	30	1	1	0
GitHub	496056512	100143	124	210
JPN/13	19758456	39	3	1
USA/VT	149674304	325	25	9
AWS/us-west-2	19781840	40	4	2
ITA/52	182957520	37	1	2
KOR/11	18295752	1	1	0
CAN/QC	73183008	16	0	4
CHE/AG	9481364	4	1	1
GCP/us-west1	18295752	1	1	0
USA/WA	6074948	4	1	1
NOR/50	245220144	58	0	3
FRA/ARA	18295752	1	1	0
USA/RI	67940128	15	0	1
USA/CO	18295752	1	1	0
USA/GA	18295758	2	2	0
TUR/34	27794412	2	2	0
USA/PA	18295764	2	2	0
ITA/45	18295752	4	0	1
GEO/TB	18295752	1	1	0
CHE/VD	24582288	20	5	2
EST/37	36591504	2	2	0
TUR/35	18295752	1	1	0
CHN/SH	18295752	1	1	0
CHN/BJ	1497664	5	1	1
DOM/09	2030748	1	1	0
USA/AZ	36591504	2	2	0
SGP	26222220	2	2	0
KEN	851604	1	1	0
ZAF/NW	1113636	1	1	0
FRA/IDF	20284276	38	8	3
CHN/GS	18295752	1	1	0
DEU/BY	12	1	1	0
NLD	202	26	26	0
TUR/31	6	1	1	0
UKR/63	6	1	1	0
