region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/NC	1799111712	243	243	0
USA	3049173349	623	0	89
VPN	43433862710	2528	1993	128
GitHub	6178485614	18000	2120	1667
AWS/us-east-1	11403050543	1659	446	243
CHN	14836966479	1642	6	248
GCP/us-west1	102635312	3	3	0
AWS/ap-southeast-1	2755004448	489	489	0
USA/MA	12148977495	503	0	341
AWS/us-east-2	1540609165	45	45	0
IRQ/NA	917112	1	1	0
VNM/HN	108964971	8	8	0
MEX/CMX	78131488	194	48	47
KGZ/GB	11398392	1	1	0
IRQ/BG	15787428	4	4	0
VNM	26203200	3	3	0
IRQ/AN	2358288	1	1	0
RUS/VOR	12708552	1	1	0
USA/UT	36340332	23	1	1
USA/CA	15427484	12	4	4
GCP/us-central1	169386046	5	5	0
BGD/C	11398392	2	2	0
ARG/B	41466564	5	5	0
IND	13494648	1	1	0
PAK/SD	34638780	1	1	0
KAZ/71	1048128	1	1	0
VNM/SG	68062812	7	7	0
IRQ/BA	6812832	2	2	0
KEN/30	4782084	2	2	0
VNM/DN	6812832	2	2	0
ARG/M	5502672	1	1	0
SGP	9236628	3	3	0
VEN/G	10415772	1	1	0
NIC/MN	2620320	1	1	0
USA/NE	9040104	1	1	0
SAU/01	5306148	1	1	0
COL/ANT	6026736	1	1	0
USA/IL	2186592	8	2	2
FRA/IDF	7333108	10	3	3
IND/PB	1375668	1	1	0
PAN/8	7336896	1	1	0
BGD	22272720	3	3	0
JOR/AM	13494648	1	1	0
ARG/N	12184488	1	1	0
VNM/20	12249996	1	1	0
URY/MO	9564168	2	2	0
UKR/12	8974596	1	1	0
VNM/24	34061467	1	1	0
PSE	11791440	1	1	0
VNM/34	3602940	1	1	0
BGD/B	11267376	1	1	0
PAK/PB	11463900	4	4	0
BRA/BA	12577536	2	2	0
COD/KN	7991976	1	1	0
TUR	1768716	1	1	0
JAM/01	19259352	2	2	0
ZAF/LP	1244652	1	1	0
SLE/W	2096256	1	1	0
ALB/08	9957216	1	1	0
ZAF/NW	5240640	1	1	0
BRA/SP	1113636	1	1	0
MAR/04	1703208	1	1	0
CHE/VD	2448624	8	2	2
VNM/49	13101600	1	1	0
IRQ/AR	12774060	1	1	0
ETH	917112	1	1	0
VEN/M	2882352	1	1	0
MMR/06	8909088	1	1	0
UZB/TK	13232616	2	2	0
IRQ	1113636	1	1	0
ARG/S	2882352	1	1	0
ALB/11	13887696	1	1	0
IDN	1113636	1	1	0
IDN/JK	917112	1	1	0
BRA/RJ	5175132	1	1	0
ECU/G	1113636	1	1	0
EST/37	33511994	1	1	0
HKG	6550800	1	1	0
DZA/17	5109624	1	1	0
