region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
CHN	2554094686	1006	1006	0
USA/MA	1129247521	442	296	93
GitHub	3430055169	4656	1344	486
CHN/BJ	797943910	305	305	0
HKG	1359877807	517	517	0
USA/GA	756751600	538	288	3
GCP/asia-southeast1	102258934	40	40	0
USA	898531310	356	350	1
JPN	204517868	80	80	0
USA/WA	900921852	446	321	57
VPN	5478141355	2282	2147	66
AWS/us-east-1	1764815469	698	652	37
DEU/BY	409035736	160	160	0
USA/PA	1968864336	926	715	19
MYS/14	423704445	172	172	0
AWS/ap-southeast-1	379438927	181	181	0
GBR/ENG	527279196	455	189	28
USA/CA	2571673601	1026	918	24
CHN/SH	305779378	118	117	1
BEL/VLG	102258934	40	40	0
CHE/VD	313676505	127	122	1
GCP/europe-west4	395614416	147	147	0
CHN/ZJ	613553604	240	240	0
KOR/26	102258934	40	40	0
DEU/BW	102258934	40	40	0
VNM/SG	191096548	67	67	0
GCP/us-west1	306776802	120	120	0
USA/MI	911565703	1115	208	57
JPN/27	102258934	40	40	0
TWN/TXG	102258934	40	40	0
USA/VA	31543802	16	16	0
ITA/45	99425922	46	0	37
SGP	620306000	243	243	0
TWN/TNN	102258934	40	40	0
JPN/04	102258934	40	40	0
USA/TX	304990095	111	100	1
AUS	210820150	82	82	0
ARG/B	102258934	40	40	0
GCP/us-east4	101214182	39	39	0
CAN/QC	276152634	209	104	2
JPN/28	204517868	80	80	0
CHE/SG	102258934	40	40	0
USA/CT	102258934	40	40	0
CHE/ZH	102258934	40	40	0
USA/AZ	385401890	147	147	0
JPN/13	330879635	166	166	0
FRA/OCC	102258934	40	40	0
CAN/ON	204517868	80	80	0
USA/MD	828693570	353	318	13
ITA/52	107417253	41	41	0
GCP/us-west4	306776802	120	120	0
USA/UT	501502574	188	161	11
KOR/30	102258934	40	40	0
DEU/NW	409035736	160	160	0
USA/IN	102258934	40	40	0
USA/IL	271475454	112	102	3
CHE/BS	102258934	40	40	0
USA/NC	103181118	41	41	0
UKR	2616321	2	2	0
GCP/us-central1	209784768	65	64	1
HKG/KKC	134717497	49	49	0
IND/MH	238472498	89	88	1
MEX/CMX	192285190	382	109	49
TWN/TPE	174087152	56	56	0
TWN/HSQ	102258934	40	40	0
GCP/us-east1	102258934	40	40	0
SWE/AB	1485636621	3199	606	207
KOR/11	137546777	50	50	0
PRT/15	306776802	120	120	0
KOR/41	102258934	40	40	0
HKG/NKT	306512040	103	103	0
NZL/AUK	275916017	95	95	0
AWS/us-east-2	50288016	17	16	1
CHN/GD	310772790	121	121	0
AWS/ap-south-1	1509485	1	1	0
USA/ID	102258934	40	40	0
USA/NY	1206291965	1471	163	19
IDN/BA	102258934	40	40	0
CYP/01	102258934	40	40	0
AWS/us-west-1	102258934	40	40	0
TUR/34	104483818	42	42	0
JPN/26	107417253	41	41	0
USA/TN	102258934	40	40	0
ISL/1	204517868	80	80	0
ITA/62	102258934	40	40	0
TUR/42	102258934	40	40	0
VNM/HN	116198159	46	45	1
USA/CO	102258934	40	40	0
KOR/29	102258934	40	40	0
AUT/9	102258934	40	40	0
CAN/BC	61217155	176	42	41
NLD	47012015	14	14	0
FRA/IDF	131248192	67	22	12
MYS	87590225	28	28	0
FRA/PAC	26626438	6	6	0
TUR/06	13838447	7	7	0
EST/37	922184	1	1	0
SAU/01	7301360	6	3	2
JPN/21	8248767	2	2	0
PAK/PB	925980	1	1	0
IND/TN	54153658	19	11	1
IDN/JT	6144273	1	1	0
VNM/54	4061496	1	1	0
NOR/50	22901120	16	0	2
PRY/11	5567825	1	1	0
IDN/JI	1048128	1	1	0
CRI/SJ	2423796	1	1	0
PHL/11	3340908	1	1	0
ITA	84000	1500	0	1
ARG/C	5158319	1	1	0
AUS/VIC	48224	10	0	2
USA/MN	5162719	4	1	1
AWS/us-west-2	10316638	2	2	0
CAN	5158319	1	1	0
IND	5158319	1	1	0
ESP/CT	13368	6	0	1
USA/OH	7062174	35	5	2
NLD/ZH	26283777	9	3	1
IDN	5158319	1	1	0
THA/10	5158320	2	1	1
DEU/HE	3889800	7	1	1
USA/NV	5158319	1	1	0
USA/SC	1015480	1	1	0
ZAF/GP	2030748	1	1	0
VEN/A	3733956	1	1	0
PAK	1703208	1	1	0
BLR/HM	6858862	1	1	0
ITA/82	6858862	1	1	0
