region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/MA	263013171212	5264	0	204
USA/WA	73231149252	114332	1015	593
CAN/AB	532908240352	32891	661	140
AWS/us-east-1	194506292932	23254	0	140
AWS/us-east-2	6809902532	32942	284	280
AWS/us-west-2	3881773292	16256	141	140
VPN	90448469928	15150	165	104
AWS/ap-southeast-1	296882256	177	177	0
FRA/IDF	249064720	1142	13	13
USA/CA	2230352496	262	11	4
GitHub	200879970532	134743	1365	1041
USA/MD	41023170	164	1	1
TWN/HSQ	572346056	2225	45	38
CAN/BC	2555773725	4998	11	9
USA/IL	34641480	189	2	2
USA/NY	31836888	2	2	0
USA/VA	135940904	642	6	6
GCP/us-central1	32937196	2	2	0
CHN/SH	72623452	12	0	1
CHE/VD	2448624	8	2	1
CHN/HB	8388616	1	0	1
MEX/CMX	4704512	5	1	1
AWS/ap-northeast-1	8	1	0	1
