week_start	Microscopy	Miscellaneous
2022-05-02	1226372115	337
2022-05-09	3333315329	0
2022-05-16	50801173	0
2022-05-23	3055088659	0
2022-06-13	7856643129	2685
2022-07-04	6110177318	937
2022-07-11	2154690084	574
2022-08-01	0	263
2022-08-08	2518217747	0
2022-08-22	0	337
2023-03-13	26246493	0
2023-04-24	15097341	574
2023-07-24	0	600
2023-09-18	3055088659	0
2023-12-11	3055088659	289
2024-01-29	0	863
2024-02-12	0	263
2024-05-06	18781012	0
2024-05-27	0	263
2024-07-01	627789592	552
2024-07-08	0	26
2024-07-29	27408332	600
2024-08-26	18847376	1226
2024-09-09	2664307387	0
2024-09-30	0	26
2024-10-21	0	289
2024-11-11	0	289
2024-12-23	0	289
2025-02-10	31921084	0
2025-03-10	3055088659	337
2025-04-07	0	289
2025-04-21	0	26
2025-07-28	1954083859	0
2025-08-04	3055088659	311
2025-08-18	0	289
2025-08-25	1887436800	0
2025-09-29	0	26
2025-11-24	0	578
2025-12-15	3068295095	1511
2025-12-22	0	263
2026-01-05	0	26
2026-01-12	7107819419	1511
2026-01-26	2249195520	311
2026-02-02	664304652	600
2026-02-23	25948324	0
2026-03-02	0	26
2026-03-16	0	263
2026-03-30	58864868	0
2026-04-13	0	526
