region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/MA	76568639345	5191	9	13
USA/VA	160713195741	40755	28	7
USA/NY	25064919815	12592	26	5
VPN	54691228117	13503	29	80
USA	13647301969	2384	3	3
HKG	10126043978	1208	0	1
GitHub	7519477207	1293731	98	231
BEL/VLG	76252236	2	2	0
USA/NV	18200425599	1225	2	2
CHN	81602100524	2765	5	13
MEX/OAX	225794690	15	0	1
AWS/us-east-1	25501386017	3562	10	17
USA/NJ	18232077385	1233	3	2
USA/CA	67250317601	1659	26	12
USA/TX	279521088	14	0	1
USA/PA	19968718733	1867	5	4
NOR/50	5454787938	1054	0	3
DEU/HE	37574993485	240	12	1
USA/DC	32888348	22	3	1
FRA/IDF	26240532	26	5	3
CHN/ZJ	31470254651	8	5	3
CAN/ON	18202971911	42	4	1
CAN/QC	33291710444	275	0	7
USA/FL	18240376727	3	3	0
USA/IA	5271640372	3	3	0
USA/NM	16112337911	6	4	2
KOR/41	87069568	2	2	0
NLD	18173614543	2	2	0
USA/OH	3601683360	2	2	0
USA/MD	933704381	4691	6	7
POL/30	42064473135	6	5	1
CHE/VD	10165134438	214	4	1
NLD/UT	8998330248	20	2	1
AWS/us-east-2	50967605901	91122	5	18
AWS/ap-southeast-1	34841100	7	7	0
ESP/CT	18224383003	3	3	0
CHN/TJ	11126399739	4	4	0
KOR/30	26221185108	3	3	0
GBR/ENG	93677844	574	3	3
CHN/AH	18173614543	2	2	0
MEX/CMX	3318512808	15698	38	20
FRA/PAC	4784100	175	0	1
DEU/NW	340771176	2008	10	2
NOR/03	12969160	285	0	1
ITA/25	413205860	1316	5	2
CHN/BJ	1338696	5	1	1
VNM/SG	862732	1	1	0
CHN/GD	3331068215	4011	3	3
USA/IL	214313572	1550	2	2
CHE/BE	18173614543	2	2	0
RUS/MOW	19518071437	70759	65	5
DEU/HH	19845149431	4	4	0
JPN/13	137419997	711	1	1
DEU/NI	14358413524	6	6	0
USA/RI	1063553935	203	0	1
HUN/BU	25749232	2	2	0
CHL/BI	303475648	1	1	0
CHE/ZH	25019228	1	1	0
SWE/AB	434908805	83	0	1
ITA/45	21568300	2	2	0
KOR	8047570565	1	1	0
AWS/us-west-2	3816888950	4269	13	2
GCP/europe-west1	15728128	4	1	1
BRA/SP	1128188	1	1	0
SGP	1641249068	396	6	1
