region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/NH	287814705015	1164585	21232	19246
USA/TX	1688197694	191	191	0
GBR/ENG	301455039	54	54	0
GitHub	56016068815	664814	4795	3469
AWS/us-east-2	2556758631	935106	212	363
USA/NV	3533777402	430	366	32
USA/OK	4968499962	555	555	0
USA/IL	2642361369	432	302	2
DEU/NW	1689506622	345	192	3
AWS/us-east-1	16046703435	3190	584	1313
GCP/us-central1	2983574356	336	336	0
CHN/GD	8747314149	989	989	0
TUR/16	1669382636	190	187	3
USA	3446912726	443	443	0
CHN/TJ	1071571845	119	119	0
CAN/QC	2112696572	421	49	187
TWN/CHA	1625294051	185	183	2
PRT/11	80019812	9622	18	4
NLD	2663164591	298	298	0
IND/MH	22769868	6	6	0
CHN/YN	4292791934	481	481	0
CHN	25221264844	3340	2778	497
HKG/NKT	3312333308	370	370	0
DEU/BW	5095705866	570	570	0
USA/MA	6149300474	766	381	283
AWS/us-west-2	2432580428	11210	191	187
USA/NY	1109271533	7601	111	46
VPN	21256921863	2860	2541	16
ITA/52	1507399072	335	1	63
AWS/ap-northeast-1	3472440519	405	388	12
USA/VT	9055808320	36646	664	587
HKG/KKC	1842894132	225	189	18
GCP/us-west1	4974193258	556	556	0
USA/WI	3457460291	387	387	0
SGP	1936771904	226	226	0
JPN/23	1674698608	187	187	0
HKG	219950459	44	22	11
AWS/ap-southeast-1	2505860112	481	481	0
AUS/SA	3312333308	370	370	0
CHN/BJ	1894910743	1010	370	185
CHE/VD	3332244019	404	378	4
CHE	1656166654	185	185	0
USA/WY	1861408316	209	209	0
CAN/ON	1728785920	201	191	4
USA/NM	1656166654	185	185	0
USA/CA	3523386255	505	403	13
IND/PB	17528625	5	5	0
CHN/HN	2008197171	231	228	3
GCP/us-east1	1680920402	188	188	0
CHE/ZH	1656166654	185	185	0
PAK/SD	31749529	7	7	0
CAN/AB	4313660	2	2	0
USA/RI	245885080	98	26	2
LTU/KU	1128188	1	1	0
KOR/11	1684187257	188	188	0
CHN/SH	1700178785	194	187	6
DEU/BY	28470084	3	3	0
JOR/AM	27010148	6	6	0
ARG/W	6570036	1	1	0
TTO/CHA	2720924	1	1	0
IDN/YO	94553663	15	15	0
VNM/SG	139641287	42	42	0
VEN/B	1128188	1	1	0
PSE	3650020	1	1	0
BRA/MG	22497396	9	9	0
RUS/BA	9188179	1	1	0
USA/MD	149866015	229	24	17
MEX/CMX	156060764	638	59	50
USA/VA	2287988371	14620	230	32
NOR/50	269755458	64	3	9
UZB/TK	52720466	7	7	0
KAZ/71	11367958	2	2	0
PHL/00	18980104	3	3	0
IDN/JB	9389238	1	1	0
CHE/GE	9265977	1	1	0
MEX/JAL	24770170	5	3	1
IND/UP	29088477	4	4	0
USA/PA	11057805	2	2	0
ITA/25	10346230	2	2	0
TUR/06	1128188	1	1	0
BEN/LI	1128188	1	1	0
CYP/01	929096	1	1	0
VNM/HN	141430396	32	32	0
AUS/NSW	9978501	2	2	0
COL/VAC	10883696	3	3	0
VNM	17343541	5	5	0
XK	13782688	2	2	0
NGA/RI	14400988	4	4	0
BRA/RJ	40382683	7	7	0
USA/NC	15624859	2	2	0
CHL/LI	1128188	1	1	0
CHL/RM	36933920	7	7	0
NGA/OY	1061824	1	1	0
ZAF/KZN	3251836	2	2	0
MMR	9445459	1	1	0
BGD	109589127	26	26	0
ECU/G	14400160	6	6	0
IND/WB	1061824	1	1	0
MAR/01	1858192	1	1	0
NPL	19181504	3	3	0
COL/RIS	9085859	1	1	0
RUS/SVE	3650020	1	1	0
VNM/52	15242873	2	2	0
ARG/M	4844572	3	3	0
ITA/45	65713037	15	0	8
GRC/I	9383530	1	1	0
VEN/A	11999731	3	3	0
FRA/PAC	9383530	1	1	0
IDN/JK	16636340	3	3	0
PER/PIU	5242756	1	1	0
TUR	862732	1	1	0
MEX/NLE	5574576	2	2	0
BRA/SP	61635693	22	22	0
NGA/FC	3782748	2	2	0
PAN/8	18515556	3	3	0
VNM/56	15927360	3	3	0
KEN	12874616	4	4	0
ISR/TA	8494592	1	1	0
IND/HR	12517668	4	4	0
OMN/MA	15709076	6	6	0
EGY/BA	1260916	1	1	0
TUN/34	1990920	1	1	0
CHE/AG	43788450	173	4	4
CAN/NB	2256376	1	1	0
CHN/HB	151661424	25	24	1
COL/DC	22286151	5	5	0
KEN/30	14467352	6	6	0
ARG/B	25085103	13	13	0
NZL/AUK	33902987	4	4	0
IRQ/NA	1128188	1	1	0
IRQ/NI	3119108	3	3	0
VNM/21	11739421	4	4	0
CHL/VS	13012777	3	3	0
COL/MET	1858192	1	1	0
EGY/SHR	9264106	1	1	0
MDA/CU	18458193	2	2	0
NGA/LA	3052744	3	3	0
PAK/PB	22723834	6	6	0
ESP/AS	2654560	2	2	0
UKR/46	1128188	1	1	0
COL/QUI	2256376	1	1	0
ARG/T	2455468	2	2	0
UKR	1194552	1	1	0
PAK/BA	929096	1	1	0
VNM/22	8162772	2	2	0
