region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
VPN	33592873401	2393	2030	95
AWS/us-east-1	9679389644	1411	270	292
CHN	12824322433	1584	0	290
USA	2642701119	524	0	103
GitHub	7036222337	20292	2474	1936
AWS/ap-southeast-1	3175303776	583	583	0
USA/MA	11078109066	574	0	416
USA/NC	2015222604	292	292	0
VNM/HN	144738634	13	13	0
BGD	21028068	2	2	0
IND/DL	1441176	1	1	0
AWS/us-east-2	1383091453	54	54	0
MEX/CMX	84124304	200	48	47
USA/CA	12938180	12	4	4
GCP/us-central1	183528017	7	7	0
FRA/IDF	7398616	10	3	3
VNM/52	45069504	5	5	0
GCP/us-east1	8319516	1	1	0
IDN/JB	7467912	1	1	0
MEX/CHP	3340908	1	1	0
BRA/SP	46868163	4	4	0
PAK/KP	1375668	1	1	0
UKR/63	2358288	1	1	0
VNM/SG	82343556	10	10	0
LBN/BA	15197856	2	2	0
HKG	58564152	9	9	0
IDN/YO	14542776	2	2	0
UKR/46	11332884	1	1	0
ARG/S	2947860	1	1	0
MYS/07	14346252	1	1	0
OMN/MA	5699196	2	2	0
IRQ/BG	4127004	1	1	0
BRA/RS	6747324	1	1	0
IRQ	22993308	3	3	0
USA/PA	851604	1	1	0
PAK/SD	24696516	3	3	0
DOM/01	6354276	1	1	0
CIV/AB	6550800	1	1	0
NIC/MN	13036092	1	1	0
MEX/MOR	15656412	1	1	0
USA/VA	54234761	779	1	2
VNM/CT	6288768	1	1	0
IRQ/NA	6878340	2	2	0
ALB/11	8122992	1	1	0
VEN/V	3013368	1	1	0
PER/LMA	12970584	1	1	0
USA/IL	11554236	8	2	2
PAK/PB	10350264	3	3	0
SAU/01	10939836	1	1	0
ISR/TA	7991976	1	1	0
CHL/BI	5175132	1	1	0
PSE/NBS	13625664	2	2	0
MEX/PUE	10153740	1	1	0
ARM	10153740	1	1	0
SYR	2489304	1	1	0
MAR/04	3406416	1	1	0
DEU/NW	12577536	1	1	0
UKR/30	11267376	2	2	0
MEX/SIN	2816844	1	1	0
BRA/GO	28758012	2	2	0
VNM/DN	11136360	2	2	0
VNM	37267320	2	2	0
SGP	15983952	3	3	0
KEN/30	1375668	1	1	0
VNM/34	11529408	1	1	0
JOR/AM	25571220	1	1	0
FRA/OCC	7991976	1	1	0
TUR/45	6485292	1	1	0
TUR/34	10743312	1	1	0
URY/MO	4585561	2	1	1
VEN/S	5633688	1	1	0
IND/MP	6223260	1	1	0
MEX/BCN	6223260	1	1	0
CHE/VD	2448624	8	2	2
MEX/ROO	18145716	1	1	0
USA/OH	20831544	1	1	0
JAM/14	8122992	1	1	0
MEX/JAL	10415772	1	1	0
ARE	13036092	1	1	0
MAR/09	1768716	1	1	0
EST/37	23580131	1	1	0
UZB/AN	5437164	1	1	0
CHL/AR	10677804	1	1	0
GBR/ENG	25416128	1	1	0
MAR/03	2685828	1	1	0
USA/TX	9695184	1	1	0
CHL/RM	9433152	1	1	0
IDN	1244652	1	1	0
PRY/10	5306148	1	1	0
JOR	5371656	1	1	0
