region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
HKG/KKC	12807583440	1542	0	27
GitHub	4919308012	8722	2332	1935
VPN	236852892920	2363	1734	214
AWS/us-east-1	77852413744	9574	500	227
USA/MA	185839177044	2565	220	321
ITA/45	1299008040	321	0	159
USA	25933577415	4990	35	57
USA/DC	829624032	170	170	0
AWS/ap-southeast-1	1739033524	414	414	0
CHN	121538338680	9824	197	155
USA/CA	1049361360	1264	439	438
GCP/us-west1	490605948	1	1	0
CAN/QC	34062545164	89	89	0
AWS/us-east-2	8900740088	31	29	1
USA/IL	2807346744	133	129	2
MEX/CMX	40989076	127	47	47
GCP/us-central1	22149979364	21303	5	102
NLD	29549954328	1347	73	57
USA/TX	341994552	47	47	0
SGP	36307752	85	85	0
UKR	25549596	7	7	0
USA/VA	2088553620	69	69	0
UKR/30	18997320	2	2	0
AWS/us-west-2	25288512	24	6	2
USA/WA	9122164	6	2	2
DEU/NW	3439520	10	3	3
BGD	48723876	5	5	0
EST/37	189600	1	1	0
CHE/VD	605828	4	2	2
IDN/YO	11155332	5	5	0
VNM/SG	40114488	7	7	0
DEU/HE	138506648	8	8	0
PAK/PB	2582688	2	2	0
GUY/DE	224400	1	1	0
MYS/10	217116	1	1	0
IRQ/BA	217116	1	1	0
VNM/HN	115838736	12	12	0
GCP/us-east1	226896	1	1	0
JPN/13	476880	2	2	0
GTM/20	12577536	1	1	0
USA/MD	46568336	31	10	10
VNM/69	4323528	1	1	0
ARE/AZ	21683148	1	1	0
ECU/G	13560156	1	1	0
CHL/RM	8516040	2	2	0
PAK/IS	917112	1	1	0
MAR/06	7664436	1	1	0
IRQ/NA	1637700	1	1	0
IRN	204402412	3	3	0
USA/FL	936103512	4	4	0
USA/PA	30854268	4	4	0
CHN/SH	358753612	2	2	0
COL/ANT	12839568	1	1	0
SYR	917112	1	1	0
VNM/DN	12446520	1	1	0
GBR/ENG	10350264	1	1	0
IRQ/BG	8188500	3	3	0
HKG	1563984	3	3	0
IRQ/AR	25155072	2	2	0
BGD/C	8181576	4	4	0
TUR/34	257928	1	1	0
MEX/NAY	257928	1	1	0
ARE/DU	257928	1	1	0
VNM/39	257928	1	1	0
TUR/26	39914412	3	2	1
USA/IN	16704540	2	2	0
VEN/V	231984	1	1	0
KEN	3340908	1	1	0
CAN/BC	14149728	1	1	0
MEX/PUE	11987964	1	1	0
MYS	1113636	1	1	0
BRA/SP	8188500	2	2	0
ARE/SH	10088232	1	1	0
CRI/SJ	12839568	2	2	0
CHL/CO	2358288	1	1	0
CHL/BI	12774060	1	1	0
IDN/AC	223188	1	1	0
OMN/MA	223188	1	1	0
USA/NY	590608659	110	45	2
TWN/TXG	21486624	2	2	0
FRA/IDF	5789532	9	3	3
ETH/AA	3078876	2	2	0
JOR/AM	6812832	1	1	0
JAM/14	3340908	1	1	0
IND/DL	12446520	1	1	0
IDN/JI	9957216	1	1	0
ARG/B	6550800	1	1	0
PHL/10	14280744	1	1	0
ARG/M	2423796	1	1	0
COL/CAS	982620	1	1	0
KEN/25	4978608	1	1	0
MEX/HID	6681816	1	1	0
VEN/K	4061496	1	1	0
LKA/6	1113636	1	1	0
BRA/MG	6057300	2	2	0
UZB/TK	60136344	2	2	0
KEN/30	13560156	1	1	0
KWT/KU	260544	1	1	0
CHL/LI	13560156	1	1	0
ZAF/GP	227088	1	1	0
VNM/51	14018712	1	1	0
URY/MO	22272720	2	2	0
EGY/C	2358288	1	1	0
ECU/I	9826200	1	1	0
ARG/X	8254008	1	1	0
ZAF/KZN	1637700	1	1	0
BOL/S	20110956	1	1	0
SEN/DK	6943848	1	1	0
BRA/SC	9498660	1	1	0
COL/NSA	3078876	1	1	0
KOR/11	36029400	1	1	0
BRA/TO	4716576	1	1	0
NPL/P3	234468	1	1	0
DZA/19	234468	1	1	0
IRQ/DA	8057484	1	1	0
UKR/61	225252	1	1	0
