region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-1	22746248199	1090	177	55
VPN	9834992510	3103	294	310
USA/MA	11886529049	11255	2	140
USA/WA	7674418513	89	89	0
SGP	7577749747	91	87	1
AWS/ap-southeast-1	240063554	143	143	0
USA/NC	7504049197	85	85	0
AWS/us-east-2	1230099673	17	17	0
CHN	7504049197	85	85	0
GitHub	2272474946	9118	611	452
USA/FL	800780574	7882	151	89
GBR/ENG	7509551869	86	86	0
JPN/26	477134385	2653	196	85
USA/NY	8433847608	425	149	45
DEU/NW	3518268220	76	76	0
USA/IL	838460083	184	161	2
CAN/BC	7971786840	6279	204	57
KOR/27	4227795318	37	36	1
VNM/SG	277034183	5	5	0
USA/CA	685207447	73	11	1
USA/TX	294448	1	1	0
CHE/VD	12371072	48	6	5
GCP/asia-south1	1177792	6	2	2
CHN/SH	20989472	8	1	7
GCP/us-central1	337543739	5	5	0
USA/VA	109646168	13	11	1
DEU/BW	288515196	78	2	2
USA	6489882	12	3	1
FRA/IDF	12729592	16	3	3
MEX/CMX	2482090	11	2	2
KOR/11	240500376	3	1	1
ESP	2142888	18	0	1
IRN	2757248	12	1	1
CHN/GS	69077014	1	1	0
CAN/ON	14311028	16	0	1
