date	bytes_sent	number_of_requests	number_of_downloads
2026-06-28	4346850691	920	<50
2026-06-29	674809221	<50	<50
2026-07-05	2223306866	560	<50
2026-07-06	871377710	100	<50
2026-07-07	3528342	<50	<50
2026-07-08	10575190	<50	<50
2026-07-09	122367866	120	<50
2026-07-10	8288840	<50	<50
2026-07-11	16330928	80	<50
2026-07-12	16728417	80	<50
2026-07-13	20165233	120	<50
2026-07-14	16603058	80	<50
2026-07-15	10268700	60	<50
2026-07-16	1286915523	5200	<50
2026-07-17	16044838	80	<50
2026-07-18	20371368	100	<50
