region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
GitHub	529757126600	237665	2054	1297
VPN	1337646770551	17233	1690	391
USA/MA	967292637689	17965	41	242
USA/VA	67716410178	11855	299	74
AWS/us-east-2	136148727862	112173	878	606
USA/WA	381931254795	83666	2089	576
ISR/TA	104136628284	51	45	6
USA	957699496470	52294	359	73
AWS/us-west-2	447137448064	6485	244	28
USA/CA	1575454595456	13736	719	190
AWS/ap-southeast-1	2107195836	401	401	0
CHN	689767382423	63113	11	152
USA/NY	1037835231144	16877	404	21
KWT/KU	9433152	3	3	0
MYS/14	11201868	3	3	0
ARE/DU	917112	1	1	0
IDN/JI	20897052	3	3	0
IDN/SU	7336896	1	1	0
HKG	72779388	10	10	0
BEL/BRU	57054359	8842	0	97
DEU/BE	1665486598	54520	13	101
USA/MD	8836984054	4854	379	204
CHE/GE	4118831917	3979	452	156
SWE/W	7904328425	4483	0	49
ESP/AN	37205817093	22	22	0
USA/DC	75072168	20	20	0
USA/TX	17477523279	161	57	2
AWS/us-east-1	391021216184	46684	80	47
GBR/ENG	233598740	22	5	17
FRA/IDF	249490681227	446	69	15
USA/AR	15066840	1	1	0
VNM/SG	116080176	8	8	0
IRQ/BG	5502672	3	3	0
KGZ/GB	12577536	1	1	0
DEU/BW	402063389537	51	51	0
DEU/RP	29684477860	83	12	37
CHE/VD	141489675	832	53	32
BRA/MG	14739301	3	2	1
ETH	12774060	2	2	0
PHL/40	5175132	1	1	0
BGD	40614960	9	9	0
BRA/BA	3799464	1	1	0
IND/MH	917112	1	1	0
BRA/SP	97279380	9	9	0
CHL/BI	2030748	1	1	0
CHN/BJ	31309364	115	25	25
IND/KA	146608550004	66	62	4
ISR/M	34876824582	22	22	0
ESP/CL	1441177	2	1	1
BRB/08	11332884	1	1	0
JPN/26	4570147005	629	3	10
GCP/us-east1	16573524	2	2	0
IDN/YO	35636352	2	2	0
VNM/54	6550800	1	1	0
BRA/RJ	17818176	4	4	0
MYS/10	11856948	2	2	0
PAK/IS	11398392	2	2	0
JOR/AZ	8057484	1	1	0
SGP	11596395916	212	11	5
USA/IL	9066518272	73	4	4
USA/PA	21951538805	10218	50	20
CAN/QC	34357671	99	3	2
MEX/CMX	250959348	1150	74	49
USA/OH	34400	2	0	1
FRA	917112	1	1	0
CHE/ZH	39679691	29	6	7
USA/TN	838919836	207	5	4
DEU/BY	4997055892	2933	2	8
USA/AZ	8188500	1	1	0
VNM/HN	96493284	9	9	0
VNM/HP	33147048	3	3	0
IND/GJ	8450533	2	1	1
PHL/00	19324860	2	2	0
KHM/12	23058816	3	3	0
LBY/TB	4323528	1	1	0
USA/AK	2423796	1	1	0
MEX/GRO	3930480	1	1	0
BRA/SC	13822189	2	1	1
UKR	8974596	1	1	0
VEN/A	10743312	2	2	0
GCP/asia-south1	1961727507	65	6	2
CHN/GD	3017919	18	0	1
JAM/01	3733956	1	1	0
ARE/AZ	22993308	3	3	0
PAK/PB	23517372	3	3	0
PAK/SD	12839568	3	3	0
IDN/JB	9695184	1	1	0
JAM	5568180	1	1	0
IDN	7598929	3	2	1
BRA/PA	1	1	0	1
HUN/SZ	32143346	4	2	1
SEN/DK	2882352	2	2	0
ARG/B	17163096	2	2	0
BRA/RS	39239292	2	2	0
SAU/05	12774060	1	1	0
MAR/07	3340908	1	1	0
BGD/D	3078876	3	3	0
USA/FL	2485910979	3	3	0
AGO/LUA	3733956	1	1	0
CAN/BC	27825619	48	4	2
ARG/U	2161764	1	1	0
CHL/RM	14804808	2	2	0
IDN/PT	2751336	1	1	0
KAZ/79	851604	1	1	0
MEX/VER	5699196	1	1	0
ARG/J	8516040	1	1	0
USA/VT	4292561654	3	3	0
BRA/SE	2358288	1	1	0
COL/ANT	6681816	1	1	0
BGD/H	5437164	1	1	0
KEN/30	5764704	1	1	0
DZA/35	1113636	1	1	0
DOM/32	1	1	0	1
GCP/asia-east1	2252699640	2	2	0
GCP/us-west1	178173596	1	1	0
COL/MET	9236628	1	1	0
BRA/GO	13232616	1	1	0
VNM	18669780	3	3	0
USA/OR	2897475957	9	2	1
ARG/X	1048128	1	1	0
BRA/CE	4520052	1	1	0
MEX/SON	109934	2	0	1
UZB/TK	3995988	1	1	0
URY/MO	11005344	1	1	0
PRY/ASU	7533420	1	1	0
VNM/45	10546788	1	1	0
VNM/20	1637700	1	1	0
ROU/AR	27971916	1	1	0
SAU/01	917112	1	1	0
FRA/OCC	12315504	1	1	0
TUN/11	5240640	1	1	0
NGA/LA	4258020	1	1	0
ZAF/GP	22731276	3	3	0
BRA/DF	3995988	1	1	0
IRQ	6878340	1	1	0
BOL/H	1113636	1	1	0
USA/CT	1512431177	1	1	0
IRN/23	1512431177	1	1	0
JPN/13	68165455	299	2	1
MAR/06	3340908	2	2	0
VNM/26	12381012	1	1	0
ISR/HA	23189832	1	1	0
IND/WB	851604	1	1	0
JOR/AM	8909088	1	1	0
SAU/02	2096256	1	1	0
IND/UK	1375668	1	1	0
TUR/35	2423796	1	1	0
TWN/KHH	1113636	1	1	0
MEX/SIN	3078876	1	1	0
NLD/ZH	50960420	48	2	1
ECU/P	4978608	1	1	0
MEX/MEX	5044116	1	1	0
BRA/MA	5699196	1	1	0
VNM/13	9891708	1	1	0
VNM/DN	11398392	1	1	0
VNM/66	10546788	1	1	0
ECU/I	5895720	1	1	0
IND	3310920425	847	4	2
