region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
NLD	433846664609	19935	59	73
USA/MA	1254788559640	32201	25	570
USA/CT	541484941268	772	124	22
USA	279381272348	53295	1	74
CAN/QC	315950732198	102	66	30
MEX/CMX	1799989352	1904	309	282
VPN	2754202913505	5198	2552	357
USA/CA	10488025081	447	229	11
AWS/us-west-2	18383842375	1475	229	223
AWS/us-east-1	28888646221	5532	456	1758
USA/NY	176671701021	138	39	17
GH-actions	14334717621	46256	2277	1861
ITA	1488827027	1399	221	222
AWS/ap-southeast-1	2393400288	423	423	0
CHN	1109409325432	93512	52	243
USA/IL	4057066400	146	133	2
CHE/VD	20818280	50	5	5
USA/WA	349741432	172	17	23
DEU/BW	15504888892	2991	582	222
USA/FL	14240386342	1883	28	93
DEU/BY	2571695268	355	18	16
KOR/30	8676222040	1	1	0
USA/MD	9117081052	94	19	12
GCP/us-central1	4438509297	895	0	22
ESP/VC	25475799692	7	7	0
VNM/HN	111232584	12	12	0
IND/DL	6550800	2	2	0
CHL/RM	571390797	7	7	0
ISR/TA	282280532	436	47	28
HKG/KKC	1793278393	222	0	14
COL/ANT	1048128	1	1	0
USA/VA	4097930374	39	39	0
AWS/us-east-2	4204221989	1211	16	7
ITA/45	143388848	2	2	0
IRQ	1965240	2	2	0
IRQ/DA	15721920	2	2	0
ISR/HA	13363632	1	1	0
ZAF/GP	8188500	2	2	0
COL/NAR	1310160	1	1	0
ECU/P	8712564	1	1	0
GCP/us-east1	1583692725	318	3	9
SGP	153234371	9	9	0
PHL/40	18145716	1	1	0
IND/RJ	4061496	1	1	0
VNM/13	29806140	3	3	0
BGD	35439828	3	3	0
KGZ/GB	11987964	1	1	0
ARG/M	9826200	2	2	0
VNM/SG	134618940	12	12	0
IRQ/BG	3733956	2	2	0
NGA/LA	57524552616	667	56	8
GCP/us-west1	1041629238	212	0	5
GCP/europe-west4	731203380	147	0	4
GCP/us-east4	1380666100	278	0	5
PAK/IS	24499992	2	2	0
GLP	11725932	1	1	0
USA/NJ	16704068154	28	14	4
IDN/KS	8450532	1	1	0
GBR/ENG	187088062	20	4	16
CHN/BJ	1489520	5	1	1
PHL/07	10153740	1	1	0
BRA/RS	13560156	1	1	0
PHL/15	5109624	1	1	0
UKR/68	1	1	0	1
VNM/DN	18735288	2	2	0
USA/PA	224059444	195	11	1
IRN	9461651224	64	3	2
JPN/13	8684683528	9	3	1
IND/TS	21028068	2	2	0
FRA/IDF	70998942	27	10	4
USA/IN	20621148	9	2	1
USA/TN	8675125880	1	1	0
USA/DC	26727264	3	3	0
VNM/54	33147048	4	4	0
ZAF/WC	11660424	2	2	0
AZE/BA	5633688	1	1	0
BRA/BA	38977260	3	3	0
ARG/B	5764704	1	1	0
MAR/06	43104264	1	1	0
ARE/AZ	11398392	1	1	0
IDN	2030748	2	2	0
VNM/34	7074864	1	1	0
PAK	5764704	2	2	0
EGY/ALX	2685828	1	1	0
VNM/56	21552132	2	2	0
SAU/02	1	1	0	1
BRA/SP	24303468	3	3	0
VNM	54240624	3	3	0
GCP/asia-east1	1391813540	284	0	8
EST/37	112946951	1	1	0
USA/TX	33795876	12	4	1
NGA	542954079	109	0	1
GCP/us-west4	491461743	99	0	3
GCP/us-west3	537711159	108	0	3
NGA/OY	348500758	70	0	2
ESP/CT	8675345112	1	1	0
SYR	7664436	2	2	0
MAR/05	13298124	1	1	0
VNM/49	14411760	1	1	0
BRA/ES	8254008	2	2	0
DOM/32	3668448	1	1	0
JOR	5306148	1	1	0
MEX/JAL	5699196	1	1	0
COL/DC	31705872	4	4	0
CHN/JS	1113636	1	1	0
VEN/K	7664436	1	1	0
HKG	30199188	5	5	0
MLI/BKO	1113636	1	1	0
CHL/BI	5895720	1	1	0
PAK/PB	13298124	2	2	0
BRN/BM	8909088	1	1	0
VNM/CT	2816844	2	2	0
USA/AR	1048128	1	1	0
BRA/PI	9891708	1	1	0
VEN/V	16770048	1	1	0
CHN/SH	226096986	2	2	0
BOL/C	8450532	1	1	0
IDN/JK	10677804	1	1	0
BRA/SC	15459888	2	2	0
MEX/CHH	10808820	1	1	0
FRA/OCC	12708552	1	1	0
USA/NH	6569324	6	1	1
MAR/03	10415772	1	1	0
KWT/KU	50113620	2	2	0
IDN/LA	8122992	1	1	0
CRI/SJ	14411760	2	2	0
BRA/MG	33802128	3	3	0
UZB/SA	10481280	1	1	0
KAZ/79	12118980	1	1	0
IDN/YO	23386356	4	4	0
NPL	15525396	1	1	0
ALB/11	10808820	1	1	0
TWN/TXG	917112	1	1	0
TUN/11	2423796	1	1	0
IND/HR	1	1	0	1
IND/CH	10284756	1	1	0
BRA/RJ	6681816	2	2	0
KEN/30	5699196	2	2	0
ISR/D	15263364	1	1	0
KHM/12	3733956	1	1	0
IDN/JT	10939836	1	1	0
VEN/X	7336896	1	1	0
VNM/63	7533420	1	1	0
NOR/50	108977908	29	0	2
ZAF/KZN	2751336	1	1	0
ECU/I	16901064	1	1	0
BEL/BRU	10088232	1	1	0
ZAF/NW	1375668	1	1	0
USA/GA	13822188	1	1	0
BGD/C	20962560	3	3	0
ITA/62	11791440	1	1	0
BOL/H	7729944	1	1	0
MEX/ZAC	1	1	0	1
BRA/PR	1	1	0	1
VNM/61	8450532	1	1	0
VEN/A	3078876	1	1	0
URY/MA	10350264	1	1	0
VEN/G	7336896	1	1	0
ARE/SH	2030748	1	1	0
THA/10	11398392	1	1	0
TUR/34	1244652	1	1	0
DZA/22	1048128	1	1	0
ARG/E	1965240	1	1	0
CAN/BC	5242880	1	0	1
BGD/B	3340908	1	1	0
POL/14	11725932	1	1	0
CAN/ON	9040104	1	1	0
IND/NL	11594916	1	1	0
IND/KA	917112	1	1	0
ETH/AM	917112	1	1	0
VNM/46	14280744	1	1	0
ISR/M	12905076	1	1	0
VNM/41	10874328	1	1	0
PRY/ASU	13560156	1	1	0
ARG/H	8319516	1	1	0
VNM/26	13887696	1	1	0
BOL/L	1703208	1	1	0
